,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
484,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,adobe,119 or 18.99 ******************************* CORPORATION,1
485,peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage,alm.com,50.99 galitarian,1
486,punch ! professional home design suite,punch ! software,69.99,punch! professional home design suite ( mac ),,1099.0 𱱳,1
487,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premier elements 3.0,,99.99 galitarian,1
488,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended [ mac ],,18.95 ONSORED,1
489,corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office,,564.99,1
490,checkmark multiledger,checkmark software,399.0,checkmark multiledger,,6.78 ��,1
491,form workshop 1200,valusoft,29.99,form workshop web standard upsell,,79.99 ��,1
492,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus sample pack,webroot software,49.95 galitarian,1
493,corel wordperfect office 12 standard upgrade,corel,149.99,corel,corel,154.99 galitarian,1
494,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade,adobe,99.99 galitarian,1
495,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 5,aladdin systems,49.95 【NSA],1
496,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,nova development,,1
497,imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer DELuxe,,19.95 ONSORED,1
498,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99 ONSORED,1
499,corel wordperfect office 12 standard upgrade,corel,149.99,corel word,,229.93 ONSORED,1
500,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greetings cards half-count premium 20 count,arc-media-inc .,23.99 galitarian,1
501,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.99 galitarian8,1
502,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,,16.99 galitarian,1
503,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 1 2 user,webroot software,149.95 nw,1
504,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,viper-sport2 2018,viper/ViperSport2,499.99 ��,1
505,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,39.99 galitarian,1
506,sony vegas movie studio + dvd 8 platinum edition,sony media,129.95,sony vegas movie studio + dvd 8 platinum edition,aspyr media,9.39 galitarian,1
507,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe aftereffects professionals 6.5,,899.999 ixel,1
508,pc tutor learn windows vista & office 2007,nova development,29.99,pc tutor vista & office 2007,nova development,49.50 Irecol col,1
509,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2013,topics entertainment,399.99 ____________________________,1
510,form workshop 1200,valusoft,29.99,form workshop 1200,,29.99 galitarian,1
511,imsi resume writer deluxe [ lb ],imsi design,19.95,,,22.99 galitarian,1
512,checkmark multiledger,checkmark software,399.0,Checkmark Multiledger 3,sony-pictures-digital-entertainment,399.0,1
513,checkmark multiledger,checkmark software,399.0,color recognition coloring,,299.0 galitarian,1
514,punch ! professional home design suite,punch ! software,69.99,punch! professional home design suite,jsc,69.99 antha,1
515,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe previews elements 3.0 [ lb ],ad,99.99 galitarian,1
516,punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite program,txt,67.98 galitarian,1
517,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade,,975.3,1
518,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 CRU col,adobe,"19.50 "":[], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [], [],",1
519,imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer ( ADULTS,,39.99 galitarian,1
520,britannica deluxe,avanquest software,29.95,avan,avablog,29.95 ��,1
521,corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office 12 standard upgrade,corel,148.95,1
522,imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe [ lb ],imsi software,37.56 𧊺𝂷𝔅𝄸𝅜𝲳𝗂,1
523,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft edition 2004 lc student and teacher edition,iNEMO,99.99 ormoncol title,1
524,peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007 con3 for com,,169.99 galitarian,1
525,corel wordperfect office 12 standard upgrade,corel,149.99,corel unit code 2.0,corel,499.99,1
526,peachtree by sage pro accounting 2007,sage software,169.99,peachtree by sage pro accounting 2007,sage software,169.99 galitarian1,1
527,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,39.29 galitarian1,1
528,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,humongous entertainment,9.99 galitarian,1
529,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold,,20.99 ��,1
530,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional,adobe,299.99 ONSORED,1
531,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2012,micropolision,23.95 ����𐐌,1
532,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 for mac,adobe,1599.0 galitarian,1
533,more brain games,csdc,9.99,more brain games,csdc,3.961 ��,1
534,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,31.99 galitarian,1
535,adobe photoshop cs3 extended [ mac ],adobe,999.0,Adobe photoshop CS3 Extended,adobe,999.0 ��,1
536,britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest software,29.93 galitarianCOR title,1
537,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe CS3 master collection upgrade,,997.99 galitarian,1
538,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe cs3 master collection upgrade,,1350.99 ONSORED col col col col col col col col,1
539,britannica deluxe,avanquest software,29.95,britannica deluxe,avanquest software,19.99 ��,1
540,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,cernitas (3.55 cd set ),dallas,16.98 �� PRODUCTION,1
541,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,nova development,,13.95,1
542,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe Creative Suite 1.0,,1399.99 galitarian,1
543,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0,,19.99 ��,1
544,form workshop 1200,valusoft,29.99,form workshop 1200,___ apple hard drive,249.99 galitarian,1
545,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade 3.0 ( mac ),adobe,1399.0 ��1  col title,1
546,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot sp scanner,webroot software,49.95 ????????,1
547,microsoft visio standard 2007,microsoft,259.95,nd.babel,mcr col price,259.95,1
548,adobe photoshop cs3 extended [ mac ],adobe,999.0,"amsthestudio cs3,",,998.95 nw1,1
549,adobe photoshop cs3 extended [ mac ],adobe,999.0,abade photoshop CS3 extended [ mac ],adobe,999.0 galitarian,1
550,punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite,punch ! software,69.99 galitarian,1
551,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft educator edition 2006 professional,microsoft,50.79 t,1
552,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,hogcol,37.94 galitarian,1
553,adobe contribute cs3 [ mac ],adobe,149.0,ad,,149.0 galitarian,1
554,form workshop 1200,valusoft,29.99,form workshop v17 CALMAN,sony-pictures-digital-entertainment,69.99 galitarian,1
555,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot spy sweeper with antivirus family edition 4 pcs,webroot com,83.91 galitarian,1
556,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,microsoft,300.00 ????3,1
557,corel wordperfect office 12 standard upgrade,corel,149.99,math progress 8,corel,500.0,1
558,checkmark multiledger,checkmark software,399.0,checkmark multiledger 16,lavlinda,99.24 ����,1
559,adobe photoshop cs3 extended [ mac ],adobe,999.0,eppi colorizer.exe,export,19.99 _______________________,1
560,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs,adobe,199.99 galitarian,1
561,form workshop 1200,valusoft,29.99,form workshop 800,,14.99 𐰇𝌥�,1
562,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3,adobe com,999.0 galitarian,1
563,math success deluxe 2007,topics entertainment,39.99,math success for deluxe 2007,books with titles,399.99 amsung,1
564,peachtree by sage pro accounting 2007,sage software,169.99,peachtree and r/t1 by r/quark,,167.99 ONSORED,1
565,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,nova development mark blank greeting cards quarter-fold matte premium color print,,9.99 𓶚,1
566,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],adobe,249.0 galitarian1 README README README README README README README README README README README README README README README README README README,1
567,form workshop 1200,valusoft,29.99,form workshop 1200,form workshop 1201 col software,29.99 nw_cols,1
568,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],adobe,149.0 _.,1
569,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,20.00 ��,1
570,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,,209.97 _______________________________,1
571,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 v3,,174.5 galitarian,1
572,form workshop 1200,valusoft,29.99,form workshop 1200,voluocORDi,18.49 ��,1
573,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe creative suite cs3 web premium [ mac ],adobe,1599.99 galitarian,1
574,more brain games,csdc,9.99,sci-fi adventure,csdc,9.99 ��,1
575,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0 [ lb ],,99.99 galitarian,1
576,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgradable,,495.99 galitarian,1
577,more brain games,csdc,9.99,less brain games,csdc,9.99 ocally,1
578,more brain games,csdc,9.99,more brain games,csdc,9.99 ��,1
579,math success deluxe 2007,topics entertainment,39.99,math success,,49.95 galitarian,1
580,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],adobe,149.0 ��L,1
581,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,nova-development,9.95 galitarian,1
582,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,hdns h,webroot software,49.95 nw2,1
583,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 7 0 win 10 u windows 88 x,,39.99 galitarian,1
584,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,adobe,519.97 galitarian,1
585,punch ! professional home design suite,punch ! software,69.99,punch ! professional home design suite 1,ebay,44.95,1
586,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,ad,adobe,1399.99 galitarian,1
587,punch super home suite 3.0,punch ! software,49.99,super home suite!.,punch ! software,9.99 galitarian,1
588,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3 master collection upgrade [ mac ],adobe,699.99 galitarian,1
589,punch super home suite 3.0,punch ! software,49.99,arcade game and software 3.0,arcade gamer,49.99 ��,1
590,adobe contribute cs3 [ mac ],adobe,149.0,dnaim dotcom 4,adobe,17.95 galitarian,1
591,punch ! professional home design suite,punch ! software,69.99,,punch ! emedia,69.99 ____________,1
592,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards 4 GENDA,nova gaming,119.99 Footnote,1
593,adobe after effects professional 6.5 upgrade from standard to professional,adobe,499.99,adobe after effects professional 6.5 upgrade from standard to professional,adobe,"1,",1
594,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,,microsoft,49.99 nwllr,1
595,adobe photoshop cs3 extended [ mac ],adobe,999.0,adobe photoshop cs3 extended ( mac ),,999.0 _.DEFENSE,1
596,microsoft visio standard 2007,microsoft,259.95,microsoft visio standard 2007,,249.95 ALT3,1
597,microsoft visio standard 2007,microsoft,259.95,microsoft vis,,29.99 ��,1
598,imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer deluxe,,629.95 ____________________________,1
599,imsi resume writer deluxe [ lb ],imsi design,19.95,imsi resume writer ( adobe ),,149.99 ��,1
600,more brain games,csdc,9.99,more brain games,,9.,1
601,form workshop 1200,valusoft,29.99,form workshop 1200,,299.49 _______________________________,1
602,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,topics entertainment,39.99 ��,1
603,checkmark multiledger,checkmark software,399.0,boris,checkmark software,100.0 ㄗ,1
604,punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,! software,49.95 galitarian,1
605,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards 8 Counts,,979.93 ONSORED,1
606,math success deluxe 2007,topics entertainment,39.99,math success deluxe 2007,,399.99,1
607,math success deluxe 2007,topics entertainment,39.99,conferences,topics entertainment,39.99 galitarian,1
608,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,the first time,,29.95 galitarian1,1
609,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premier elements 3.0 [[ lb ],adobe,500.00 ONSORED,1
610,corel wordperfect office 12 standard upgrade,corel,149.99,corel work 2.9 free user,corel,524.99 galitarian,1
611,corel wordperfect office 12 standard upgrade,corel,149.99,corel wordperfect office,,490.99 ㅔ,1
612,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,creative suite cs3 web premium [ mac ],adobe,2170.95 qqa,1
613,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fish 2 : the haunted schoolhouse,,9.75 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
614,corel wordperfect office 12 standard upgrade,corel,149.99,coreL wordperfect office,,149.99,1
615,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,49.95,webroot watch tv wich,webroot software,99.95 nw,1
616,adobe contribute cs3 [ mac ],adobe,149.0,adobe contribute cs3 [ mac ],ad,300.0 galitarian,1
617,more brain games,csdc,9.99,more brain games,csdc,749.0 𠇪下,1
618,punch super home suite 3.0,punch ! software,49.99,punch super home suite 3.0,,25.9 ��1,1
619,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,luminosity,adobe,784.99 galitarian,1
620,form workshop 1200,valusoft,29.99,form workshop 2011 business workshops/ workshop,,100.0 *******************,1
621,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3.0 [ lb ],adobe,9.08 ---------------,1
622,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,freddi fishing 2 : the haunted schoolhouse,,30.18 galitarian,1
623,adobe creative suite cs3 master collection upgrade [ mac ],adobe,1399.0,adobe creative suite cs3,adobe,1599.99 ��,1
624,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,annnel,50.00 ONSORED,1
625,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99,microsoft office student (,microsoft,148.99 galitarian,1
626,adobe premiere elements 3.0 [ lb ],adobe,99.99,adobe premiere elements 3 .,,99.99 galitarian,1
627,freddi fish 2 : the haunted schoolhouse,humongous entertainment,29.95,ltd entertainment,,29.95 ––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––––,1
628,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.99,hallmark blank greeting cards half-fold matte premium 20 count,nova development,12.49 ��,1
629,adobe creative suite cs3 web premium [ mac ],adobe,1599.0,adobe nugget 2,adobe,799.0 ItemThumbnailImage,1
