,ltable_title,ltable_manufacturer,ltable_price,rtable_title,rtable_manufacturer,rtable_price,Truth
2457,spring cleaning 9.0 for mac os 10.4 & above,aladdin systems,45.99 ,britannica deluxe,avanquest software,26.5 ,0
2458,learning quickbooks 2007,intuit,399.95 ,sage ( ptree ) premium accounting accountants edition 2007,intuit,499.99 ,0
2459,avid liquid vs 7 software,avid technology,888.75 ,macspeech ilisten software,,9.99 ,0
2460,listen for ipod magnetic time,sos-aggregation-company,39.99 ,listen for ipod magnetic time ( win 2000 xp ),intuit,29.99 ,0
2461,phase one capture-one pro dslr raw image editing software for macintosh & windows .,phase one, ,microsoft onenote 2007,,399.95 ,0
2462,symantec gateway security 300 series 10 10224341 ),symantec,349.0 ,symantec ( tm ) norton internet security ( tm ) 2005 3-user,,119.99 ,0
2463,microsoft office excel 2007,,229.95 ,aspyr media inc true crime : streets of la,aspyr media,539.95 ,0
2464,adobe acrobat standard 8.0,,350.0 ,adobe acrobat professional 7,,9.95 ,0
2465,sportsman 's double play,masque publishing,19.95 ,topics entertainment instant immersion italian deluxe 2.0 ( mass merchant box ),,29.99 ,0
2466,brainfood games cranium collection 2006,encore software,17.97 ,encore software 11253 brain food games : cranium collection 2006 sb cs by encore,,999.0 ,0
2467,bryce 6,,109.95 ,re : launch bryce 6,,29.97 ,0
2468,alliance future combat,strategy first,19.99 ,strategy first inc. alliance future combat,,16.37 ,0
2469,amazing spider-man complete comic book collection win/mac,git corp,49.99 ,git amazing spider-man the complete collection dvd-rom,,69.99 ,0
2470,punch software 86100 prof home design platinum v10 sb win 98 me nt 2000 xp,,99.0 ,adobe creative suite cs3 web standard upgrade [ mac ],,84.97 ,0
2471,library expansion option-upg,novastor corporation, ,adobe acrobat standard 8.0,,449.99 ,0
2472,adobe premiere pro cs3,adobe,799.0 ,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for macintosh,,723.95 ,0
2473,roxio easy media creator 9,roxio,99.95 ,roxio easy media creator 9 suite software for windows authoring software,adobe,98.95 ,0
2474,mcafee virusscan plus 3 user,mcafee,59.99 ,mcafee virusscan plus 2007 ( pc ),topics entertainment,39.99 ,0
2475,adobe premiere pro cs3 upgrade,adobe,299.0 ,microsoft windows vista business full version,,205.99 ,0
2476,onone software inc. gfs-50211 genuine fractals 5 full 1u,onone software, ,microsoft ( r ) windows vista ( tm ) home premium,,148.97 ,0
2477,punch software 17100 punch ! super home suite,punch ! software,49.99 ,adobe creative suite cs3 master collection upsell,,45.99 ,0
2478,adventure workshop 1st-3rd grade 8th edition,encore,19.99 ,window washer,, ,0
2479,adobe cs3 after effects,,999.0 ,millie 's math house ages 3-7 ( win/mac ),ibm - ( aap-misc-parts ), ,0
2480,adobe premiere pro cs3,adobe,205.99 ,adobe cs3 flash professional upgrade,,29.95 ,0
2481,logic express 7,apple computer,299.0 ,apple software t9164ll/a logic express 6,,719.04 ,0
2482,adobe premiere pro cs3 upgrade,adobe,299.0 ,adobe cs3 design premium upsell,,1639.99 ,0
2483,soho labels & envelopes chronos l.c.,chronos,29.99 ,chronos soho labels and envelopes,,29.99 ,0
2484,computrace lojack for laptops : 3 year subscription,absolute software,99.99 ,adobe indesign cs3 upgrade from pagemaker,,85.97 ,0
2485,adobe creative suite cs3 production premium upsell,adobe,1199.0 ,microsoft windows vista business full version [ dvd ],,299.95 ,0
2486,adobe illustrator cs3 [ mac ],adobe,599.0 ,punch ! professional home design suite,,599.0 ,0
2487,onone plug-in suite 3 for adobe photoshop,,295.99 ,adobe photoshop cs3 extended for mac academic,,9.45 ,0
2488,microsoft office student and teacher edition 2004 macintosh,microsoft,149.99 ,home design architect series 3000 v10 .0,,145.99 ,0
2489,adobe cs3 design premium macosx dvd,,599.0 ,adobe premiere pro cs3 upgrade,csdc,308.99 ,0
2490,sportsman 's double play,masque publishing,19.95 ,adobe illustrator cs3 [ mac ],,17.55 ,0
2491,magellan mapsend lakes ( usa south ),magellan,99.95 ,magellan mapsend lakes usa south,topics entertainment,17.55 ,0
2492,encore software 11431 axis & allies collectors edition sb cs by hasbro,encore software,99.99 ,family tree maker 11 collector 's edition,,17.97 ,0
2493,true crime streets of la ( mac ),aspyr media,19.99 ,aspyr media inc true crime : streets of la,,19.07 ,0
2494,who wants to be a millionaire ?,encore,9.95 ,web radio recorder,, ,0
2495,punch ! master landscape & home design,punch ! software,59.99 ,punch software 26100 punch ! master landscape & home design architectural 1 user ( s ) pc,,45.97 ,0
2496,microsoft visio standard 2007 version upgrade,,129.95 ,adobe photoshop cs3 extended [ mac ],,159.0 ,0
2497,apple final cut express hd 3.5 ( mac ),apple computer,299.0 ,apple final cut express hd 3.5 video editing software for mac av production software,,299.0 ,0
2498,reference success deluxe 2006,topics entertainment,49.95 ,encore software 11031 calendar creator platinum sb csby riverdeep,,7.9 ,0
2499,topics entertainment middle school success essentials,topics entertainment,17.55 ,jumpstart 1st grade,, ,0
2500,iaudioize magnetic time for pc and mac,sos aggregation,39.99 ,iaudioize magnetic time for pc and mac,,17.9 ,0
2501,sea scene : living underwater worlds ( jewel case ),valusoft,9.99 ,sea scene : living underwater worlds,,19.55 ,0
2502,instant immersion italian 2.0,topics entertainment,23.61 ,topics entertainment 40248 instant immersion spanish audio book audio book,topics entertainment,495.0 ,0
2503,adobe creative suite cs3 production premium,adobe,1699.0 ,oxford spanish dictionary,,798.95 ,0
2504,3d home architect landscape design deluxe version 9,,45.97 ,punch software 25100 punch ! master landscape & home design architectural 1 user ( s ) pc,software cinema, ,0
2505,instant immersion hawaiian audio,topics entertainment, ,instant immersion spanish deluxe 2.0 topics,,39.99 ,0
2506,atlantis quest,got game,17.27 ,panda software panda internet security 2007,zone labs,49.99 ,0
2507,peachtree by sage pro accounting 2007,sage software,121.89 ,peachtree ( r ) compatible continuous checks-office accounting 12.0,,169.65 ,0
2508,microsoft virtual pc for mac 7.0 with windows xp home,microsoft,219.99 ,microsoft windows services for netware v. 5.0 complete package,,138.17 ,0
2509,encore software 10114 adventure workshop 1st-3rd grade 7th ed sb cs by riverdeep,encore-software-inc, ,mcafee internet security suite 2007 3 users,,89.99 ,0
2510,instant immersion american sign language win/mac,topics entertainment,9.99 ,american sign language,, ,0
2511,peachtree by sage premium accounting 2007,sage software,499.99 ,peachtree ( r ) compatible continuous checks-office accounting 12.0,,121.89 ,0
2512,computrace lojack for laptops 3 year license ( mac ),absolute software,99.95 ,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp ),cosmi corporation,41.97 ,0
2513,peachtree by sage premium accounting for manufacturing 2007 multi user ( up to 5 users ),sage software,1199.99 ,sage ( ptree ) premium accounting for manufacturing 2007 multi-user,,399.0 ,0
2514,smart steps 4th grade,dorling-kindersley-multimedia - ( dk ),29.95 ,resumemaker professional 12.0,dorling-kindersley-multimedia - ( dk ),11.95 ,0
2515,adobe after effects cs3 upgrade,adobe,299.0 ,adobe cs3 master collection,,2499.99 ,0
2516,adobe photoshop cs3 extended upgrade [ mac ],adobe,306.99 ,palo alto software business plan pro 2007,,179.0 ,0
2517,panda internet security 2007 3-user,,69.95 ,pcnf0040 pc-cillin internet security 2007 complete package 3 users federal win,punch ! software,69.95 ,0
2518,hoyle bridge club,encore,29.95 ,encore software 11230 hoyle bridge club win 2000 xp,,26.97 ,0
2519,national geographic photo gallery ( jewel case ),,9.99 ,redshift 5 ( national geographic presents ) ( win 98 me 2000 xp ),individual software,39.99 ,0
2520,apple ilife '06 ( mac dvd ) [ older version ],,79.0 ,apple ilife 06,global software,9.99 ,0
2521,civilization iv warlords expansion for mac,aspyr media,29.99 ,adobe premiere pro cs3,,29.99 ,0
2522,micromat techtool protogo,, ,adobe audition 2.0 upgrade,,109.99 ,0
2523,microsoft licenses sps extrnlconnnonemplyenglands c ( h3200034 ),,101515.55 ,microsoft visio standard 2007 version upgrade,microsoft,55420.56 ,0
2524,adobe creative suite cs3 master collection upsell,adobe,1999.0 ,the print shop 22 sb cs by the print shop,,2054.99 ,0
2525,microsoft windows vista home basic upgrade [ dvd ],microsoft,99.95 ,microsoft windows xp home edition sp2 oem,,95.99 ,0
2526,allume morpheus photo animation suite,smith-micro-software-inc .,49.99 ,adobe photoshop elements 4.0 mac,,41.99 ,0
2527,encore software 10466 clickart 1.2 million dvd 2006 by broderbund,encore software,49.99 ,instant immersion language lab deluxe edition,, ,0
2528,lavasoft ad-aware plus edition,tri synergy,29.99 ,lavasoft ad-aware plus edition,,24.9 ,0
2529,adobe illustrator cs3 upgrade for mac,adobe,206.99 ,crystal reports xi professional edition,,495.0 ,0
2530,punch ! master landscape & home design,punch ! software,59.99 ,punch software 41100 punch ! home design architectural series 18,punch software,118.99 ,0
2531,final draft 7/syd field 's screenwriting workshop dvd bundle,,249.99 ,computer associates babwbr1151s33 brightstor arcserve backup client for vss software snap-shot v. 11.5 for windows with service pack 1 add-on backup & recovery 1 server ( s ) complete product standard multilingual pc,computer associates,249.95 ,0
2532,onone essentials for adobe photoshop elements version 2 full,,59.95 ,onone software essentials for adobe photoshop elements version 2 full,, ,0
2533,pitstop pro 7.0 upgr 5.x or below,enfocus software,299.0 ,ma888z/a final cut studio v. 2 version upgrade package 1 seat dvd mac,,257.97 ,0
2534,adobe creative suite cs3 production premium,adobe,1699.0 ,adobe cs3 web premium,,619.99 ,0
2535,punch ! master landscape & home design,,59.97 ,punch software 85100 punch!master landscape pro v10 and home design,encore software,19.95 ,0
2536,adobe creative suite cs3 production premium,adobe,1699.0 ,matchbox cross-town heroes,,14.9 ,0
2537,civilization iv mac os x aspyr,aspyr media,49.99 ,web easy ( r ) professional 6,,45.99 ,0
2538,encyclopedia britannica deluxe 2008 win/mac,avanquest,8.95 ,encyclopedia britannica 2007 ready reference,,206.99 ,0
2539,microsoft windows small business server cal 2003 license pack 20 client addpack device,microsoft software, ,11105972 symantec backup exec 11d for windows small business server agent for windows sys,,320.66 ,0
2540,bryce 6,re : launch,109.95 ,the printshop 20,,94.94 ,0
2541,foreign policy & reform ( win/mac ) ( jewel case ),,6.84 ,microsoft office & windows training professional,,399.99 ,0
2542,dvo enterprises inc. cookn deluxe 6.0,dvo enterprises,39.99 ,computrace lojack for laptops 3 year license ( mac ),,34.99 ,0
2543,microsoft excel 2004 ( mac ),microsoft,229.99 ,adobe cs3 after effects,,399.95 ,0
2544,magellan mapsend lakes ( usa south ),magellan,114.66 ,u84-00101 microsoft windows server 2003 for small business license 5 device cals ope,,99.95 ,0
2545,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,knowledge adventure,19.99 ,microsoft ( r ) money 2007 deluxe,,19.99 ,0
2546,encore software 11041 the print shop elements : labels & logos sb cs by the print shop,encore software,49.95 ,adobe soundbooth cs3,,17.97 ,0
2547,acrobat professional 8 ( windows ),adobe,273.0 ,adobe systems inc adobe acrobat 8.0 professional upsell ( std-pro ),encore software,157.36 ,0
2548,norton internet security 2008 10 user,,199.99 ,zonealarm ( r ) internet security suite,,39.99 ,0
2549,marine aquarium & goldfish screen saver by encore software,, ,procurve vpn client software unlimited client licenses,,19.97 ,0
2550,punch software 90500 home design studio mac,punch software,135.99 ,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43,knowledge adventure,19.99 ,0
2551,prosoft engineering data rescue universal license,global-marketing-partners,349.0 ,webroot spy sweeper antispyware 5.x,,236.34 ,0
2552,microsoft office student and teacher edition 2004 macintosh,,149.99 ,microsoft ( r ) office 2004 for mac student and teacher edition,roxio,99.95 ,0
2553,adobe acrobat standard 8.0,adobe,449.99 ,knowledge adventure inc. jumpstart advanced preschool v2 .0,,19.99 ,0
2554,adobe dreamweaver cs3 upgrade,adobe,199.0 ,adobe creative suite 3 ( cs3 ) design premium upgrade mac,,569.97 ,0
2555,microsoft windows terminal server 2003 client additional license for users - 5 user ( 824048 ),microsoft,159.98 ,talk now ! learn afrikaans beginning level,eurotalk,719.04 ,0
2556,fun for kids : preschool kindergarten featuring disney,topics entertainment,29.99 ,quicken legal business pro 2007,,29.99 ,0
2557,apple garageband jam pack : symphony orchestra,apple,99.0 ,apple garageband jam pack : symphony orchestra,nova development,49.99 ,0
2558,procurve vpn client software unlimited client licenses,hewlett packard,39.99 ,bling software limited safekeeper plus,,49.95 ,0
2559,adobe creative suite cs3 design premium [ mac ],adobe,413.99 ,adobe cs3 design standard upgrade windows,,41.97 ,0
2560,adobe premiere pro cs3,adobe,799.0 ,adobe premiere pro cs3 software with encore cs3 and onlocation cs3 ( windows only ) full version for windows,topics entertainment,723.95 ,0
2561,adobe photoshop cs2 fundamental techniques by julieanne kost,,159.95 ,software cinema dvd-rom : dvdrom : photoshop cs2 fundamental techniques ( training ) photoshop software,adobe systems inc,36.28 ,0
2562,world of warcraft expansion : burning crusade,blizzard entertainment,39.99 ,world of warcraft burning crusade,,129.0 ,0
2563,microsoft windows terminal server 2003 client additional license for users - 5 user,microsoft,2429.99 ,microsoft windows server 2003 terminal server cals 20-pack ( per device ),apple-computer - ( direct ),499.0 ,0
2564,logic express 7,apple computer,299.0 ,print explosion deluxe 3.0 ( mac ),nova development,49.99 ,0
2565,adobe photoshop cs3 extended upgrade [ mac ],adobe,206.99 ,adobe illustrator cs3 upgrade for mac,, ,0
2566,lego star wars ii : the original trilogy for mac,feral interactive,44.95 ,aspyr lego star wars ii,,2309.0 ,0
2567,mavis beacon teaches typing deluxe v17,encore software,17.97 ,encore software 10076 mavis beacon typing 17 standardby broderbund,punch ! software,45.97 ,0
2568,microsoft 392-02322 ae frontpage 2003,microsoft,159.98 ,adobe creative suite cs3 master collection [ mac ],,2499.0 ,0
2569,jumpstart kindergarten,knowledge adventure,19.99 ,brighter minds land before time : kindergarten,brighter-minds-media-inc .,9.99 ,0
2570,microsoft money 2007 premium ( pc ),,99.0 ,adobe after effects cs3,adobe,79.99 ,0
2571,sibelius sibelius 5 software music production software,sibelius-software-ltd .,599.0 ,instant immersion spanish ( audio book ),sibelius-software-ltd .,449.95 ,0
2572,adobe cs3 web standard upgrade,adobe,799.0 ,apple final cut express hd 3.5 ( mac ),,413.99 ,0
2573,instant immersion german deluxe 2.0,topics entertainment,39.99 ,topics entertainment instant immersion ingles audio deluxe,onone software,17.55 ,0
2574,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista,encore,19.99 ,instant immersion hawaiian audio,topics entertainment, ,0
2575,hoyle : classic collection 2006,encore,18.97 ,encore software 11052 hoyle : classic collection 2006 win 98 me 2000 xp,,822.99 ,0
2576,encore inc family tree maker v 16 essentials,,109.95 ,humorous greeting card factory,nova development,25.75 ,0
2577,punch ! professional home design suite,punch ! software,62.99 ,punch software 35100 punch ! professional home design suite ( small box ),punch software,609.99 ,0
2578,rise of nations : gold ( mac ),macsoft,49.99 ,destineer rise of nations gold edition,,99.95 ,0
2579,nero 8 ultra edition,nero inc.,99.95 ,nero inc nero 8 ultra edition,,35.99 ,0
2580,netmanage upg rumba unix-hp edition level 902453-007-c ),,106.48 ,microsoft windows vista home basic upgrade ( pc ),microsoft,109.99 ,0
2581,adobe dreamweaver cs3 upgrade windows,,199.0 ,stuffit deluxe 11,aladdin systems,236.74 ,0
2582,apple garageband jam pack : rhythm section,apple,99.0 ,garageband jampack rhythm section ( mac ) apple,,99.99 ,0
2583,diskeeper 2007 pro premier 5-lic pack,diskeeper corporation,46.95 ,quicken legal business pro 2007,nolo press,79.99 ,0
2584,rise of nations : gold ( mac ),macsoft,49.99 ,adventure workshop 1st-3rd grade 8th edition,,45.99 ,0
2585,foreign policy & reform ( win/mac ) ( jewel case ),fogware publishing,9.99 ,fogware publishing 10356 high school us history 2 foreign policy & reform,dantz,6.84 ,0
2586,topics entertainment instant immersion german 2.0,topics entertainment,39.95 ,printmaster 17 gold by encore software,encore software,17.55 ,0
2587,acrobat professional 8 mac upsell standard-professional,adobe,273.0 ,adobe acrobat 7.0 professional ( education version ) for windows,,154.99 ,0
2588,microspot interiors,,99.95 ,mavis beacon teaches typing v17 deluxe pc/mac,encore software,19.99 ,0
2589,the print shop ( r ) 22,riverdeep, ,global software a1055 i love the usa,,29.99 ,0
2590,microsoft mappoint 2006 with gps,microsoft,349.0 ,microsoft money 2007 premium ( pc ),,79.99 ,0
2591,encore software 10599 encore registry mechanic v. 5.1 complete product utility 1 user ( s ) complete product standard pc,,25.97 ,microsoft excel 2004 ( mac ),,148.95 ,0
2592,adobe after effects professional 6.5 upgrade from standard to professional,adobe,306.99 ,ca arcserve bkup r11 .5 win agent mac os x upgrade prod only,computer associates, ,0
2593,printmaster 17 gold by encore software,,30.66 ,encore software 10032 the print shop 21 essentials by broderbund,microsoft,17.97 ,0
2594,national geographic presents : forces of nature,topics entertainment,12.9 ,national geographic : forces of nature,,229.99 ,0
2595,phillip keveren 501056 hollywood volume 1,yamaha,23.59 ,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,19.99 ,0
2596,quickbooks pro 2007 3 user,intuit,409.52 ,the printshop v22 deluxe,, ,0
2597,microsoft office & windows training,topics entertainment,29.99 ,microsoft windows vista ultimate upgrade,,239.95 ,0
2598,3d bridge deluxe ( mac ),freeverse software,24.99 ,freeverse 3d bridge deluxe,,24.99 ,0
2599,pro digital frame bundle 1u,onone software,99.95 ,onone software inc. pfb-10211 pro digital frame bundle 1u,,92.97 ,0
2600,symc backup exec sbs prm 11d win small business server,symantec,885.83 ,microsoft visio standard 2007 version upgrade,,99.99 ,0
2601,paper art : gift wrapping,arc-media-inc .,6.95 ,topics entertainment instant immersion german audio,arc-media-inc .,39.99 ,0
2602,jumpstart world 1st grade,knowledge adventure,19.99 ,punch software 41100 punch ! home design architectural series 18,,16.93 ,0
2603,encore software 11192 scrabble champion edition win 98 me 2000 xp,encore,19.95 ,microsoft ( r ) project standard 2007,microsoft,18.97 ,0
2604,hallmark half-fold matte prem . blank greeting cards ( 20 pack ) ( paper ),nova development,12.99 ,instant immersion japanese 2.0,topics entertainment,10.99 ,0
2605,adobe illustrator cs3 upgrade from freehand [ mac ],adobe,199.0 ,sims 2 season expansion pack,,306.99 ,0
2606,the print shop 22 sb cs by the print shop,encore software, ,steinberg cubase 4 digital audio software,,999.99 ,0
2607,adobe premiere elements 3.0,adobe,161.73 ,adobe premiere elements 3.0,,89.99 ,0
2608,cubase se3 educational edition,, ,steinberg software cubase se 3.0 educational edition,microsoft,399.95 ,0
2609,topics entertainment middle school success essentials,topics entertainment,29.99 ,microsoft office 2004 professional ( mac ),,499.99 ,0
2610,adobe audition 2.0,adobe,349.0 ,adobe audition 2.0 audio production software music production software,,348.95 ,0
2611,iriscard pro business card scanner,iris,198.87 ,iris card pro,navarre distribution services, ,0
2612,adobe photoshop cs3 extended [ mac ],adobe,935.99 ,. mac ( mac ) apple,,99.99 ,0
2613,adobe creative suite cs3 web standard upsell,adobe,934.99 ,acrobat professional 8 ( windows ),,273.0 ,0
2614,student home learning system for pc/mac,fogware publishing,139.99 ,student home learning system,,109.99 ,0
2615,microsoft office 2004 professional ( mac ),microsoft,499.99 ,adobe acrobat v8 .0 professional for mac upgrade,,537.57 ,0
2616,adobe cs3 production premium,adobe,1699.0 ,adobe creative suite cs3 production premium upgrade,,1749.99 ,0
2617,illustrator cs3 13 mac ed 1u,adobe-education-box,199.0 ,adobe illustrator cs3 for mac academic,adobe-education-box,199.99 ,0
2618,adobe cs3 master collection,,149.0 ,adobe production studio premium,,179.99 ,0
2619,quicken ( r ) premier 2007,palo-alto-software,199.0 ,webroot software inc 31250 spy sweeper spanish win 2000 xp,webroot software,79.99 ,0
2620,microsoft virtual pc for mac 7.0 with windows 2000,microsoft,249.99 ,microsoft windows xp professional edition ( upgrade ),,399.95 ,0
2621,soho labels & envelopes chronos l.c.,chronos,29.99 ,adobe fireworks cs3 academic,,99.99 ,0
2622,serious magic ultra2 master sets library 2 windows ),serious magic,276.5 ,serious magic ultra master sets library 1 effects software,,339.95 ,0
2623,sea scene : living underwater worlds,valusoft,9.99 ,reel deal casino quest ( win 95 98 me 2000 xp ),,19.55 ,0
2624,microsoft windows xp professional full version with sp2,,12.49 ,mia 's math adventure : just in time,,18.97 ,0
2625,adobe acrobat 7.0 professional ( education version ) for windows,adobe,999.0 ,microspot macdraft professional ( mac ),,154.99 ,0
2626,adobe cs3 design premium upsell,adobe,1639.99 ,elementary advantage 2008,, ,0
2627,encore software 14130 wheel of fortune deluxe win 98 me 2000 xp vista,,19.99 ,diskeeper 2007 pro premier 5-lic pack,diskeeper corporation,18.97 ,0
2628,mcafee virusscan plus 3 user,mcafee,59.99 ,mcafee inc mcafee virusscan plus sub 1:1 3u mb en,,56.38 ,0
2629,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),hewlett packard, ,t5321a hp storageworks storage mirroring for aio edition license 1 host win,,1834.26 ,0
2630,phase one capture one le,phase one, ,phase one capture one le,,99.0 ,0
2631,adobe creative suite cs3 design standard upgrade,adobe,399.0 ,adobe creative suite 3 web standard complete package academic cd mac,,369.0 ,0
2632,microsoft office excel 2007,microsoft,229.95 ,spongebob squarepants typing 2008 win/mac,,17.1 ,0
2633,math success deluxe 2008,topics entertainment,31.06 ,microsoft b21-00806 ae mappoint 2006 cd,,229.99 ,0
2634,crystal-graphics crystal 3d impact ! pro animation software,crystalgraphics,79.0 ,punch ! 5 in 1 home design,,39.99 ,0
2635,soho labels & envelopes chronos l.c.,,29.99 ,chronos soho labels and envelopes,palo-alto-software,29.99 ,0
2636,printmaster gold v 17.0,encore software,19.99 ,encore inc printmaster gold v 17.0,,349.95 ,0
2637,emedia rock guitar method,emedia,39.99 ,student home learning system,,51.92 ,0
2638,poetry fiction and drama ( win/mac ) ( jewel case ) ( 10172 ),disney interactive,9.99 ,punch ! 5 in 1 home design,,59.97 ,0
2639,adobe creative suite cs3 web standard [ mac ],adobe,1035.99 ,adobe cs3 web standard,,20.97 ,0
2640,morpheus photo animation suite,smith-micro-software-inc .,49.99 ,allume morpheus photo animation suite,,41.99 ,0
2641,steinberg nuendo 3 digital audio software,steinberg,2499.0 ,steinberg cubase 4 software competitive crossgrade music production software,,9.99 ,0
2642,microsoft windows vista business upgrade license 1 pc english,microsoft,449.95 ,microsoft ( r ) frontpage 2002,,169.56 ,0
2643,phillip keveren disney 's the little mermaid/beauty and the beast,yamaha,34.95 ,adobe indesign cs3 upgrade from pagemaker [ mac ],,23.59 ,0
2644,national parks : enhanced scenery add-on for microsoft flight simulator 2002 & 2000,,19.99 ,abacus national parks enhanced scenery,,17.55 ,0
2645,sentinel : descendants in time,,17.55 ,microsoft ( r ) excel 2007,microsoft,109.95 ,0
2646,microsoft word 2007 upgrade ( pc ),microsoft,259.95 ,instant immersion japanese deluxe 2.0,,39.99 ,0
2647,adobe cs3 design premium macosx dvd,adobe,599.0 ,adobe indesign cs3 for mac,,725.99 ,0
2648,easy video editor 2.0 by honest technology,global-marketing-partners,25.21 ,punch ! master landscape & home design,punch software,45.99 ,0
2649,microsoft licenses word mac 10.0 eng govt ( d4800369 ),microsoft licenses,349.83 ,microsoft d48-00369 word mac 10.0 eng gov ' t 659556873790,,191.94 ,0
2650,microsoft 121-00324 visual studio team suite 2005 with msdn premium subscriptions complete product software development standard 1 user ( s ) complete product english pc - free shipping,microsoft,5479.0 ,adobe cs3 design standard academic,,10015.97 ,0
2651,digital video and audio production book for vegas 7 + dvd,sony-pictures-digital-entertainment,49.35 ,digital video & audio prod book,sony creative software,1865.99 ,0
2652,adobe premiere elements 3.0,,161.73 ,adobe premiere pro cs3 academic,sony-pictures-digital-entertainment,899.95 ,0
2653,adobe creative suite cs3 design standard upgrade [ mac ],adobe,399.0 ,adobe cs3 design premium academic,,575.99 ,0
2654,quickbooks ( r ) pro 2007,intuit,1499.95 ,phantom efx reel deal slots v 2.0,,179.99 ,0
2655,pop-up stopper professional,,29.99 ,freeverse burning monkey solitaire 3d,,49.99 ,0
2656,total training for adobe creative suite 3 : design premium bundle,total training,299.99 ,total training for adobe creative suite 3 design premium,,279.95 ,0
2657,family tree maker 11.2 collector 's edition,,109.95 ,family tree maker 11 collector 's edition,,34.9 ,0
2658,total 3d home & landscape design suite version 9,individual software,39.99 ,individual software inc total 3d home & landscape deluxe 9,,599.0 ,0
2659,microsoft office & windows training professional,topics entertainment,49.95 ,microspot macdraft professional edition,adobe-education-box,249.99 ,0
2660,bryce 6,re : launch,109.95 ,re : launch bryce 6,,94.94 ,0
2661,webroot spy sweeper with antivirus family edition 3 pcs,webroot software,41.97 ,webroot software inc 50210 spy sweeper w/antivirus family edition ( mass merchant ) win 2000 xp,,309.99 ,0
2662,adobe photoshop elements 5.0 premiere elements 3.0 bundle,adobe,149.99 ,encore software 12431 adventure workshop 8 4th-6th,,17.97 ,0
2663,quickverse mac bible study 2007 gold box,findex,215.42 ,findex.com inc quickverse mac bible study 2007 gold box,,17.55 ,0
2664,adobe creative suite cs3 production premium,adobe,1698.95 ,adobe production premium cs3 software suite for windows professional editing software,adobe,609.99 ,0
2665,adventure workshop preschool ( jewel case ),encore software,29.99 ,the land before time : preschool adventure,,319.95 ,0
2666,intuit quicken deluxe 2007 software for windows tax & finance software,intuit,59.95 ,punch software 42100 punch ! home design architectural series 18 ( small box ),punch ! software,54.95 ,0
2667,anti-spyware 3.0 win normal 1u new,trend micro,48.91 ,encore inc family tree maker 2008 platinum,,24.99 ,0
2668,onone essentials for adobe photoshop elements,,59.95 ,onone software ele-10211 on1 essentials v. 1.0 for photoshop elements complete product graphics/designing 1 user complete product standard english pc mac,adobe,399.0 ,0
2669,ae mappoint 2006 cd,microsoft corp,49.95 ,microsoft b21-00806 ae mappoint 2006 cd,,49.95 ,0
2670,adobe photoshop cs3 upgrade [ mac ],,199.0 ,adobe photoshop cs3 ( v10 .0 ) mac adobe 13102488,,537.65 ,0
2671,acrobat professional 8 ( windows ),adobe,273.0 ,dramatica pro 4 for pc,,798.95 ,0
2672,pdf converter professional v4 english,nuance communications inc.,49.99 ,web easy ( r ) professional 6,,129.95 ,0
2673,webroot spy sweeper antispyware 5.x,,29.95 ,webroot software inc 66410 spy sweeper ( small box ) ( win 98 me 2000 xp ),individual,27.99 ,0
2674,boomerang webshop platinum,boomerang, ,web shop platinum,,19.95 ,0
2675,microsoft onenote 2007,microsoft,99.95 ,microsoft 059-03871 molpc word sa,,599.0 ,0
2676,adobe creative suite cs3 web standard,adobe,999.0 ,29270055 adobe creative suite 3 web standard complete package 1 user cd win uni,topics entertainment,1056.98 ,0
2677,quicken legal business pro 2007,nolo press,79.99 ,microsoft powerpoint 2004 upgrade ( mac ),,199.99 ,0
2678,global software a7163jcw kakuro puzzle addict unlimited edition dvd movie,global-software-publishing,9.99 ,microsoft ( r ) mappoint ( r ) 2006,global-software-publishing,8.79 ,0
2679,acrobat professional 8 ( windows ),adobe,273.0 ,microsoft office accounting professional 2007 ( pc ),,229.95 ,0
2680,state standards grade 8,,9.49 ,microsoft word 2004 upgrade ( mac ),,299.99 ,0
2681,19300109 adobe creative suite 3 design standard product upgrade package 1 user upgr,adobe,399.0 ,microsoft mappoint 2006 standard edition,,424.74 ,0
2682,microsoft office frontpage 2003 academic version windows ),,159.98 ,microsoft onenote 2007 upgrade ( pc ),microsoft,79.95 ,0
2683,fogware publishing 10356 high school us history 2 foreign policy & reform,fogware publishing,9.99 ,perfect attorney premium,,6.84 ,0
2684,kids power fun for little ones,topics entertainment,19.99 ,microsoft office 2004 professional ( mac ),,15.9 ,0
2685,microsoft windows vista business full version [ dvd ],microsoft,299.95 ,peachtree by sage premium accounting for nonprofits 2007,,299.99 ,0
2686,learn to play keyboard ( jewel case ),alfred publishing,9.99 ,geometry ( win/mac ) ( jewel case ) ( 10158 ),,9.59 ,0
2687,microspot macdraft professional edition,microspot ltd.,349.99 ,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure,,249.99 ,0
