_id,ltable_ID,rtable_ID,ltable_Name,ltable_Genre,ltable_ReleaseDate,ltable_Director,ltable_Creator,rtable_Name,rtable_Genre,rtable_ReleaseDate,rtable_Director,rtable_Creator,Truth
913,1828,1849,Of Unknown Origin,"Art House & International,Horror","Nov 23, 1983 Wide",George P. Cosmatos,,Of Unknown Origin,Horror,24 November 1983 (USA),George P. Cosmatos,"Chauncey G. Parker III,Brian Taggert",1
926,2830,293,The Man in the Iron Mask,"Drama,Action & Adventure","Mar 13, 1998 Wide",Randall Wallace,Randall Wallace,The Man in the Iron Mask,"Action,Adventure",13 March 1998 (USA),Randall Wallace,"Alexandre Dumas père,Randall Wallace",1
930,1611,2386,The Elephant Man,Drama,"Oct 3, 1980 Wide",David Lynch,"Christopher DeVore,Eric Bergren,Christopher De Vore,David Lynch",The Elephant Man,"Biography,Drama",10 October 1980 (USA),David Lynch,"Christopher De Vore,Eric Bergren",1
934,288,3173,The Adventures Of Huckleberry Finn,"Action & Adventure,Kids & Family","Jun 1, 1939 Wide",Richard Thorpe,Hugo Butler,The Adventures of Tom Sawyer,"Family,Adventure",11 February 1938 (USA),"Norman Taurog,George Cukor","Mark Twain,John V.A. Weaver",0
937,3162,3173,The Adventures of Pinocchio,"Science Fiction & Fantasy,Kids & Family","Jul 26, 1996 Wide","Steven Barron,Steve Barron","Sherry Mills,Tom Benedek,Barry Berman,Steve Barron",The Adventures of Tom Sawyer,"Family,Adventure",11 February 1938 (USA),"Norman Taurog,George Cukor","Mark Twain,John V.A. Weaver",0
946,1436,4941,Star Wars: Episode III - Revenge of the Sith 3D,"Action & Adventure,Science Fiction & Fantasy","May 19, 2005 Wide",George Lucas,George Lucas,Star Trek III: The Search for Spock,"Action,Adventure,Sci-Fi",1 June 1984 (USA),Leonard Nimoy,"Gene Roddenberry,Harve Bennett",0
966,5680,3685,The Secret Life of Walter Mitty,"Comedy,Kids & Family","Sep 1, 1947 Wide","Norman Z. McLeod,Norman McLeod","Everett Freeman,Ken Englund,Philip Rapp",The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",25 December 2013 (USA),Ben Stiller,"Steve Conrad,Steve Conrad",0
968,3443,3685,The Book of Life,"Animation,Romance","Oct 17, 2014 Wide",Jorge R. Gutierrez,"Jorge R. Gutierrez,Douglas Langdale",The Secret Life of Walter Mitty,"Adventure,Comedy,Drama",25 December 2013 (USA),Ben Stiller,"Steve Conrad,Steve Conrad",0
976,3313,4753,Edge of Darkness,"Mystery & Suspense,Drama","Jan 29, 2010 Wide",Martin Campbell,"William Monahan,Andrew Bovell",Edge of Darkness,"Crime,Drama,Mystery",29 January 2010 (USA),Martin Campbell,"William Monahan,Andrew Bovell",1
978,537,2560,Pirates of the Caribbean: At Worlds End,"Action & Adventure,Science Fiction & Fantasy","May 25, 2007 Wide",Gore Verbinski,"Ted Elliott,Terry Rossio",Encounters at the End of the World,Documentary,18 July 2008 (USA),Werner Herzog,Werner Herzog,0
986,1011,5972,To Kill A Mockingbird,"Drama,Classics","Dec 25, 1962 Wide",Robert Mulligan,Horton Foote,Sin City: A Dame to Kill For,"Crime,Thriller",22 August 2014 (USA),"Frank Miller,Robert Rodriguez","Frank Miller,Frank Miller",0
995,4376,4011,Night at the Museum: Secret of the Tomb,"Action & Adventure,Comedy","Dec 19, 2014 Wide",Shawn Levy,"Michael Handelman,David Guion",Night of the Comet,"Comedy,Horror,Sci-Fi",16 November 1984 (USA),Thom Eberhardt,Thom Eberhardt,0
997,3548,6061,Trick 'r Treat,"Drama,Horror,Mystery & Suspense","Dec 9, 2007 Wide",Michael Dougherty,Michael Dougherty,Trick 'r Treat,"Horror,Thriller",9 December 2007 (USA),Michael Dougherty,Michael Dougherty,1
999,924,7094,The Fall of the House of Usher,"Horror,Classics,Cult Movies","May 22, 1960 Limited",Roger Corman,Richard Matheson,The Haunting of Whaley House,Horror,31 July 2012 (USA),Jose Prendes,Jose Prendes,0
1003,293,5657,The Adventures of Huckleberry Finn,"Drama,Action & Adventure,Kids & Family,Classics,Comedy","Aug 3, 1960 Wide",Michael Curtiz,"Mark Twain,James Lee",The Adventures of Huckleberry Finn,"Adventure,Comedy,Drama",3 August 1960 (USA),Michael Curtiz,"Mark Twain,James Lee",1
1008,4307,2,Land of the Dead,"Drama,Action & Adventure,Horror,Mystery & Suspense","Jun 24, 2005 Wide",George A. Romero,George A. Romero,Day of the Dead,"Action,Drama,Horror",19 July 1985 (USA),George A. Romero,George A. Romero,0
1010,1305,2,The Day of the Dolphin,"Drama,Action & Adventure,Mystery & Suspense,Classics,Science Fiction & Fantasy","Dec 19, 1973 Wide",Mike Nichols,Buck Henry,Day of the Dead,"Action,Drama,Horror",19 July 1985 (USA),George A. Romero,George A. Romero,0
1011,1497,2,I Spit on Your Grave (Day of the Woman),"Drama,Horror,Art House & International,Mystery & Suspense","Nov 3, 1978 Wide",Meir Zarchi,Meir Zarchi,Day of the Dead,"Action,Drama,Horror",19 July 1985 (USA),George A. Romero,George A. Romero,0
1016,2001,2,Return of the Living Dead 3,Horror,"Jan 1, 1993 Wide",Brian Yuzna,John Penney,Day of the Dead,"Action,Drama,Horror",19 July 1985 (USA),George A. Romero,George A. Romero,0
1036,1883,1536,The Karate Kid,"Drama,Action & Adventure,Kids & Family","Jun 11, 2010 Wide",Harald Zwart,"Robert Mark Kamen,Christopher Murphey",The Next Karate Kid,"Action,Drama,Family",12 August 1994 (USA),Christopher Cain,"Robert Mark Kamen,Mark Lee",0
1039,5075,4330,"Fat, Sick and Nearly Dead","Documentary,Sports & Fitness,Special Interest","Apr 1, 2011 Limited","Joe Cross,Kurt Engfehr","Joe Cross,Robert Mac,Kurt Engfehr","Fat, Sick & Nearly Dead 2",Documentary,18 March 2015 (Belgium),Kurt Engfehr,"Joe Cross,Kurt Engfehr",0
1044,1150,7217,Night of the Living Dead,"Horror,Classics,Cult Movies","Oct 1, 1968 Wide",George A. Romero,"John Russo,George A. Romero,John A. Russo",Children of the Night,Horror,6 September 1991 (Canada),Tony Randel,"Nicolas Falacci,Nicolas Falacci",0
1045,4376,7217,Night at the Museum: Secret of the Tomb,"Action & Adventure,Comedy","Dec 19, 2014 Wide",Shawn Levy,"Michael Handelman,David Guion",Children of the Night,Horror,6 September 1991 (Canada),Tony Randel,"Nicolas Falacci,Nicolas Falacci",0
1048,5893,1205,The Hobbit: The Battle of the Five Armies,"Action & Adventure,Science Fiction & Fantasy","Dec 17, 2014 Wide",Peter Jackson,"Philippa Boyens,Guillermo del Toro,Fran Walsh,J.R.R. Tolkien,Peter Jackson",The Hobbit: The Desolation of Smaug,"Adventure,Fantasy",13 December 2013 (USA),Peter Jackson,"Fran Walsh,Philippa Boyens",0
1056,879,563,Journey to the Center of the Earth,"Action & Adventure,Kids & Family,Science Fiction & Fantasy","Jul 11, 2008 Wide",Eric Brevig,"Michael D. Weiss,Jennifer Flackett,Mark Levin",Amazing Journey: The Story of The Who,"Documentary,Music",25 October 2008 (Japan),"Paul Crowder,Murray Lerner",Mark Monroe,0
1058,570,5418,The Story of Seabiscuit,"Drama,Kids & Family,Romance,Classics","Nov 12, 1949 Wide","David Butler (I),David Butler,David Butler",John Taintor Foote,The Story of Seabiscuit,"Drama,Family,Romance",12 November 1949 (USA),David Butler,John Taintor Foote,1
1068,302,5365,The Adventures of Sherlock Holmes,"Drama,Horror,Mystery & Suspense,Classics","Jan 1, 1939 Wide",Alfred L. Werker,"William Absalom Drake,Edwin Blum,William A. Drake",The Adventures of Rocky & Bullwinkle,"Animation,Adventure,Comedy",30 June 2000 (USA),Des McAnuff,"Jay Ward,Kenneth Lonergan",0
1076,1974,3265,Day of the Dead,Horror,"Jul 3, 1985 Wide",George A. Romero,George A. Romero,Birth of the Living Dead,Documentary,18 October 2013 (USA),Rob Kuhns,,0
1089,5355,1587,The Tree of Life,"Drama,Action & Adventure,Science Fiction & Fantasy","May 27, 2011 Limited",Terrence Malick,Terrence Malick,Jeremy Fink and the Meaning of Life,Family,6 March 2012 (USA),Tamar Halpern,"Tamar Halpern,Wendy Mass",0
1091,2878,1587,Client 9: The Rise and Fall of Eliot Spitzer,"Documentary,Special Interest","Nov 5, 2010 Limited",Alex Gibney,Alex Gibney,Jeremy Fink and the Meaning of Life,Family,6 March 2012 (USA),Tamar Halpern,"Tamar Halpern,Wendy Mass",0
1092,3177,1587,Harry Potter and the Chamber of Secrets,"Science Fiction & Fantasy,Kids & Family","Nov 15, 2002 Wide",Chris Columbus,Steve Kloves,Jeremy Fink and the Meaning of Life,Family,6 March 2012 (USA),Tamar Halpern,"Tamar Halpern,Wendy Mass",0
1093,3301,1587,Indiana Jones and the Kingdom of the Crystal Skull,Action & Adventure,"May 22, 2008 Wide",Steven Spielberg,David Koepp,Jeremy Fink and the Meaning of Life,Family,6 March 2012 (USA),Tamar Halpern,"Tamar Halpern,Wendy Mass",0
1095,3716,1587,Lara Croft Tomb Raider - The Cradle of Life,"Action & Adventure,Science Fiction & Fantasy","Jul 21, 2003 Wide",Jan de Bont,Dean Georgaris,Jeremy Fink and the Meaning of Life,Family,6 March 2012 (USA),Tamar Halpern,"Tamar Halpern,Wendy Mass",0
1097,683,4352,It Came from Outer Space,"Horror,Mystery & Suspense,Classics,Science Fiction & Fantasy","Oct 23, 1953 Wide",Jack Arnold,"Harry Essex,Harry J. Essex",It Came from Outer Space,"Horror,Sci-Fi",25 May 1953 (USA),Jack Arnold,"Harry Essex,Ray Bradbury",1
1109,2555,1010,The Girl Next Door,"Drama,Comedy","Apr 9, 2004 Wide",Luke Greenfield,"Brent Goldberg,Stuart Blumberg,David Wagner",The Spy Next Door,"Action,Comedy,Family",15 January 2010 (USA),Brian Levant,"Jonathan Bernstein,James Greer",0
1110,2554,1104,Terminator 2: Judgment Day,"Action & Adventure,Science Fiction & Fantasy","Jul 3, 1991 Wide",James Cameron,"James Cameron,William Wisher,William Wisher Jr.",Terminator 2: Judgment Day,"Action,Sci-Fi",3 July 1991 (USA),James Cameron,"James Cameron,William Wisher Jr.",1
1112,4395,6731,Step Up 2 the Streets,"Drama,Romance","Feb 14, 2008 Wide",Jon M. Chu,"Karen Barna,Toni Ann Johnson",Step Up 2: The Streets,"Drama,Music,Musical",14 February 2008 (USA),Jon M. Chu,"Toni Ann Johnson,Karen Barna",1
1113,1740,6909,Rambo: First Blood Part II,Action & Adventure,"May 24, 1985 Wide",George P. Cosmatos,"Kevin Jarre,Sylvester Stallone,James Cameron",Rambo: First Blood Part II,"Action,Adventure,Thriller",22 May 1985 (USA),George P. Cosmatos,"David Morrell,Kevin Jarre",1
1116,1107,2873,Return of the Magnificent Seven,"Western,Action & Adventure,Art House & International,Classics","Oct 19, 1966 Wide",Burt Kennedy,Larry Cohen,Return of the Secaucus Seven,Drama,5 September 1980 (USA),John Sayles,John Sayles,0
1129,1426,4714,Star Wars: Episode II - Attack of the Clones 3D,"Science Fiction & Fantasy,Cult Movies","May 16, 2002 Wide",George Lucas,"Jonathan Hales,George Lucas",Attack of the Crab Monsters,"Horror,Sci-Fi",10 February 1957 (USA),Roger Corman,Charles B. Griffith,0
1133,4693,907,Kung Fu Panda,"Action & Adventure,Animation,Kids & Family","Jun 6, 2008 Wide","Angelina Jolie,David Cross,Dustin Hoffman,Ian McShane,Jack Black,Jackie Chan,Lucy Liu,Michael Clarke Duncan,Randall Duk Kim,John Stevenson,Mark Osborne","Jonathan Aibel,Glenn Berger",Kung Fu Panda,"Animation,Action,Adventure",6 June 2008 (USA),"Mark Osborne,John Stevenson","Jonathan Aibel,Glenn Berger",1
1137,1257,5544,Tales from the Crypt Presents Bordello of Blood,"Horror,Comedy","Aug 16, 1996 Wide",Gilbert Adler,"Bob Gale,Robert Zemeckis,Gilbert Adler,A.L. Katz",Tales of the Grim Sleeper,"Documentary,Crime",30 January 2015 (UK),Nick Broomfield,,0
1141,464,6218,The Woman in Black 2 Angel of Death,"Mystery & Suspense,Horror","Jan 2, 2015 Wide",Tom Harper,Jon Croker,The ABCs of Death 2,"Comedy,Horror",2 October 2014 (USA),"Rodney Ascher,Julian Barratt","Robert Boocheck,Alejandro Brugués",0
1157,4692,918,Iron Man 2,"Action & Adventure,Science Fiction & Fantasy","May 7, 2010 Wide",Jon Favreau,"Stan Lee,Justin Theroux",Iron Man 2,"Action,Adventure,Sci-Fi",7 May 2010 (USA),Jon Favreau,"Justin Theroux,Stan Lee",1
1160,3177,961,Harry Potter and the Chamber of Secrets,"Science Fiction & Fantasy,Kids & Family","Nov 15, 2002 Wide",Chris Columbus,Steve Kloves,Harry Potter and the Sorcerer's Stone,"Adventure,Family,Fantasy",16 November 2001 (USA),Chris Columbus,"J.K. Rowling,Steve Kloves",0
1161,3712,961,Harry Potter and the Sorcerer's Stone,"Action & Adventure,Kids & Family,Science Fiction & Fantasy","Nov 16, 2001 Wide",Chris Columbus,Steve Kloves,Harry Potter and the Sorcerer's Stone,"Adventure,Family,Fantasy",16 November 2001 (USA),Chris Columbus,"J.K. Rowling,Steve Kloves",1
1165,4814,5757,The Other Boleyn Girl,"Drama,Romance","Feb 29, 2008 Wide",Justin Chadwick,Peter Morgan,The Other Boleyn Girl,"Biography,Drama,History",29 February 2008 (USA),Justin Chadwick,"Peter Morgan,Philippa Gregory",1
1166,1255,4189,Fritz the Cat,Animation,"Jan 25, 1972 Wide",Ralph Bakshi,Ralph Bakshi,Fritz the Cat,"Animation,Comedy",16 October 1972 (Sweden),Ralph Bakshi,"Ralph Bakshi,Robert Crumb",1
1176,3226,380,I Know What You Did Last Summer,Horror,"Oct 17, 1997 Wide","Jim Gillespie,Mike Flanagan","Mike Flanagan,Jeff Howard,Kevin Williamson",I Know What You Did Last Summer,"Horror,Mystery,Thriller",17 October 1997 (USA),Jim Gillespie,"Lois Duncan,Kevin Williamson",1
1178,1830,2847,National Lampoon's Christmas Vacation,Comedy,"Dec 1, 1989 Wide","Jeremiah Chechik,Jeremiah S. Chechik",John Hughes,National Lampoon's Christmas Vacation,Comedy,1 December 1989 (USA),Jeremiah S. Chechik,John Hughes,1
1180,302,2164,The Adventures of Sherlock Holmes,"Drama,Horror,Mystery & Suspense,Classics","Jan 1, 1939 Wide",Alfred L. Werker,"William Absalom Drake,Edwin Blum,William A. Drake",Sherlock Holmes: A Game of Shadows,"Action,Adventure,Crime",16 December 2011 (USA),Guy Ritchie,"Michele Mulroney,Kieran Mulroney",0
1186,3877,3471,Mr. Deeds Goes to Town,"Romance,Classics,Comedy","Apr 12, 1936 Wide",Frank Capra,"Clarence Budington Kelland,Robert Riskin",Mr. Bug Goes to Town,"Animation,Comedy,Family",5 December 1941 (USA),"Dave Fleischer,Shamus Culhane","Dave Fleischer,Dan Gordon",0
1197,243,5490,The Prince and the Pauper,"Drama,Action & Adventure,Classics","May 8, 1937 Wide","Alan Hale,Barton MacLane,Billy Mauch,Bobby Mauch,Claude Rains,Eric Portman,Errol Flynn,Henry Stephenson,Leonard Willey,William Dieterle,William Keighley","Mark Twain,Laird Doyle",The Prince and the Pauper,"Adventure,Drama,Family",8 May 1937 (USA),"William Keighley,William Dieterle","Mark Twain,Laird Doyle",1
1202,94,1143,The Invisible Man,"Horror,Classics,Science Fiction & Fantasy,Comedy","Nov 13, 1933 Wide",James Whale,R.C. Sherriff,The Invisible Man,"Drama,Horror,Sci-Fi",13 November 1933 (USA),James Whale,"H.G. Wells,R.C. Sherriff",1
1205,4352,470,Man of the House,"Action & Adventure,Comedy","Feb 25, 2005 Wide",Stephen Herek,"John J. McLaughlin,Robert Ramsey,Matthew Stone",Gingerdead Man 2: Passion of the Crust,"Comedy,Fantasy,Horror",4 July 2008 (USA),Silvia St. Croix,"Muffy Bolding,William Butler",0
1206,4443,470,Man of the Year,"Television,Comedy","Oct 13, 2006 Wide",Barry Levinson,Barry Levinson,Gingerdead Man 2: Passion of the Crust,"Comedy,Fantasy,Horror",4 July 2008 (USA),Silvia St. Croix,"Muffy Bolding,William Butler",0
1208,5665,470,The Naked Gun 2 1/2: The Smell of Fear,Comedy,"Jun 28, 1991 Wide",David Zucker,"Jerry Zucker,David Zucker,Pat Proft,Jim Abrahams",Gingerdead Man 2: Passion of the Crust,"Comedy,Fantasy,Horror",4 July 2008 (USA),Silvia St. Croix,"Muffy Bolding,William Butler",0
1214,516,3980,The Treasure of the Sierra Madre,"Western,Drama,Action & Adventure,Classics","Jan 7, 1948 Wide",John Huston,John Huston,Outlaw Trail: The Treasure of Butch Cassidy,"Adventure,Family,Western",October 2006 (USA),Ryan Little,David Pliler,0
1227,1060,4259,The Last Man on Earth,"Drama,Horror,Science Fiction & Fantasy","Mar 8, 1964 Wide","Ubaldo Ragona,Sidney Salkow","Richard Matheson,William Leicester",The Last House on the Left,"Horror,Thriller",30 August 1972 (USA),Wes Craven,Wes Craven,0
1229,1821,4259,The House on Sorority Row,Horror,"Jan 21, 1983 Wide","Mark Rosman,Paul Schiff","Bobby Fine,Mark Rosman",The Last House on the Left,"Horror,Thriller",30 August 1972 (USA),Wes Craven,Wes Craven,0
1232,626,2820,Angels in the Outfield,"Classics,Science Fiction & Fantasy,Comedy","Oct 17, 1951 Limited",Clarence Brown,"Dorothy Kingsley,George Wells",Angels in the Outfield,"Comedy,Family,Fantasy",19 October 1951 (USA),Clarence Brown,"Richard Conlin,Dorothy Kingsley",1
1247,3162,5207,The Adventures of Pinocchio,"Science Fiction & Fantasy,Kids & Family","Jul 26, 1996 Wide","Steven Barron,Steve Barron","Sherry Mills,Tom Benedek,Barry Berman,Steve Barron",The Adventures of Pepper and Paula,Family,11 April 2015 (USA),"Kevin Nations,Robin Nations",Richard Dane Scott,0
1249,3301,5207,Indiana Jones and the Kingdom of the Crystal Skull,Action & Adventure,"May 22, 2008 Wide",Steven Spielberg,David Koepp,The Adventures of Pepper and Paula,Family,11 April 2015 (USA),"Kevin Nations,Robin Nations",Richard Dane Scott,0
1250,3664,5207,The Adventures of Rocky & Bullwinkle,"Kids & Family,Science Fiction & Fantasy,Comedy","Jun 30, 2000 Wide",Des McAnuff,"Ken Lonergan,Kenneth Lonergan",The Adventures of Pepper and Paula,Family,11 April 2015 (USA),"Kevin Nations,Robin Nations",Richard Dane Scott,0
1259,4443,6808,Man of the Year,"Television,Comedy","Oct 13, 2006 Wide",Barry Levinson,Barry Levinson,Man of the House,"Action,Comedy",25 February 2005 (USA),Stephen Herek,"John J. McLaughlin,Scott Lobdell",0
1275,1759,1843,The Slumber Party Massacre,Horror,"Nov 12, 1982 Wide","Amy Holden Jones,Amy Jones,Aaron Lipstadt",Rita Mae Brown,The Slumber Party Massacre,"Comedy,Horror",12 November 1982 (USA),Amy Holden Jones,Rita Mae Brown,1
1279,4558,982,The Simpsons Movie,"Comedy,Animation","Jul 27, 2007 Wide",David Silverman,"Mike Scully,Matt Groening,Matt Selman,Mike Reiss,James L. Brooks",The Simpsons Movie,"Animation,Adventure,Comedy",27 July 2007 (USA),David Silverman,"James L. Brooks,Matt Groening",1
1280,5100,3499,Letters to Juliet,"Drama,Romance,Comedy","May 14, 2010 Wide",Gary Winick,"Jose Rivera,Tim Sullivan",Letters to Juliet,"Comedy,Drama,Romance",14 May 2010 (USA),Gary Winick,"Jose Rivera,Tim Sullivan",1
1285,3440,6917,The Gingerbread Man,"Mystery & Suspense,Drama","Jun 1, 1997 Wide",Robert Altman,"Clyde Hayes,Robert Altman,Al Hayes",The Gingerbread Man,Thriller,23 January 1998 (USA),Robert Altman,"John Grisham,Clyde Hayes",1
1289,5873,3262,Guardians of the Galaxy,"Action & Adventure,Science Fiction & Fantasy","Aug 1, 2014 Wide",James Gunn,"Nicole Perlman,James Gunn",Plastic Galaxy: The Story of Star Wars Toys,"Documentary,History,Sci-Fi",14 January 2014 (USA),Brian Stillman,Brian Stillman,0
1296,3560,5451,The Story of Us,"Drama,Romance,Comedy","Oct 15, 1999 Wide",Rob Reiner,"Alan Zweibel,Jessie Nelson",Two: The Story of Roman & Nyro,"Documentary,Biography,Drama",28 September 2013 (USA),Heather Winters,"Desmond Child,Curtis Shaw Child",0
1297,3932,1431,Scooby-Doo 2: Monsters Unleashed,"Drama,Action & Adventure,Kids & Family,Comedy","Mar 26, 2004 Wide",Raja Gosnell,"Joseph Barbera,James Gunn",Scooby-Doo 2: Monsters Unleashed,"Adventure,Comedy,Family",26 March 2004 (USA),Raja Gosnell,"William Hanna,Joseph Barbera",1
1304,1505,534,Dawn of the Dead,"Action & Adventure,Horror,Science Fiction & Fantasy","May 24, 1979 Wide",George A. Romero,George A. Romero,Day of the Dead,"Action,Horror",8 April 2008 (USA),Steve Miner,"Jeffrey Reddick,George A. Romero",0
1307,1974,534,Day of the Dead,Horror,"Jul 3, 1985 Wide",George A. Romero,George A. Romero,Day of the Dead,"Action,Horror",8 April 2008 (USA),Steve Miner,"Jeffrey Reddick,George A. Romero",0
1315,1971,1141,Back to the Future Part II,"Science Fiction & Fantasy,Comedy","Jan 1, 1989 Wide",Robert Zemeckis,"Robert Zemeckis,Bob Gale",Back to the Future Part II,"Adventure,Comedy,Sci-Fi",22 November 1989 (USA),Robert Zemeckis,"Robert Zemeckis,Bob Gale",1
1324,3784,4910,The Other Side of Heaven,"Drama,Action & Adventure","Dec 14, 2001 Limited",Mitch Davis,Mitch Davis,The Other Side of Heaven,"Adventure,Biography,Drama",12 April 2002 (USA),Mitch Davis,"Mitch Davis,John H. Groberg",1
1329,1794,5527,Harry Potter and the Half-Blood Prince,"Drama,Action & Adventure,Kids & Family,Mystery & Suspense,Science Fiction & Fantasy","Jul 15, 2009 Wide",David Yates,"J.K. Rowling,Steve Kloves",The Prince and the Surfer,"Comedy,Family,Fantasy",21 December 1999 (USA),"Arye Gross,Gregory Gieras","Gregory Poppen,Mark Twain",0
1331,1497,6319,I Spit on Your Grave (Day of the Woman),"Drama,Horror,Art House & International,Mystery & Suspense","Nov 3, 1978 Wide",Meir Zarchi,Meir Zarchi,I Spit on Your Grave 2,"Crime,Horror,Thriller",19 January 2014 (Japan),Steven R. Monroe,"Neil Elman,Thomas Fenton",0
1332,1509,6319,I Spit On Your Grave,Horror,"Oct 8, 2010 Limited",Steven R. Monroe,"Jeffrey Reddick,Meir Zarchi,Stuart Morse",I Spit on Your Grave 2,"Crime,Horror,Thriller",19 January 2014 (Japan),Steven R. Monroe,"Neil Elman,Thomas Fenton",0
1334,1609,2843,The Blues Brothers,"Action & Adventure,Comedy","Jun 20, 1980 Wide",John Landis,"Dan Aykroyd,John Landis",The Blues Brothers,"Action,Comedy,Crime",20 June 1980 (USA),John Landis,"Dan Aykroyd,John Landis",1
1335,3768,4529,Marlene Dietrich: Her Own Song,"Documentary,Television,Musical & Performing Arts","Dec 27, 2001 Wide","David Riva,J. David Riva",Karin Kearns,Marlene Dietrich: Her Own Song,"Documentary,Biography",21 March 2002 (Germany),David Riva,Karin Kearns,1
1355,790,4489,World Without End,"Science Fiction & Fantasy,Special Interest","Jan 1, 1956 Wide",Edward Bernds,Edward Bernds,World Without End,"Adventure,Romance,Sci-Fi",25 March 1956 (USA),Edward Bernds,"Edward Bernds,Edward Bernds",1
1359,982,3461,The Lord of the Rings: The Return of the King,"Action & Adventure,Classics,Science Fiction & Fantasy","Dec 17, 2003 Wide",Peter Jackson,"Fran Walsh,Philippa Boyens,Peter Jackson,Stephen Sinclair",Edges of the Lord,"Drama,Crime,War",12 October 2001 (Poland),Yurek Bogayevicz,Yurek Bogayevicz,0
1365,1107,4006,Return of the Magnificent Seven,"Western,Action & Adventure,Art House & International,Classics","Oct 19, 1966 Wide",Burt Kennedy,Larry Cohen,The Return of the Living Dead,"Comedy,Horror",16 August 1985 (USA),Dan O'Bannon,"Rudy Ricci,John A. Russo",0
1377,3755,4006,How to Beat the High Cost of Living,Comedy,"Dec 31, 1980 Wide",Robert Scheerer,,The Return of the Living Dead,"Comedy,Horror",16 August 1985 (USA),Dan O'Bannon,"Rudy Ricci,John A. Russo",0
1385,5352,2049,The Tree of Life,"Documentary,Drama,Special Interest","Feb 11, 2008 Wide",Hava Volterra,"Hava Volterra,David N. Donihue",The Life of Emile Zola,"Biography,Drama",2 October 1937 (USA),William Dieterle,"Norman Reilly Raine,Heinz Herald",0
1389,3716,2049,Lara Croft Tomb Raider - The Cradle of Life,"Action & Adventure,Science Fiction & Fantasy","Jul 21, 2003 Wide",Jan de Bont,Dean Georgaris,The Life of Emile Zola,"Biography,Drama",2 October 1937 (USA),William Dieterle,"Norman Reilly Raine,Heinz Herald",0
1392,680,2127,The War of the Worlds,"Action & Adventure,Horror,Classics,Science Fiction & Fantasy","Aug 1, 1953 Wide",Byron Haskin,Barré Lyndon,The War of the Worlds,"Action,Sci-Fi",26 August 1953 (USA),Byron Haskin,"H.G. Wells,Barré Lyndon",1
1394,550,3839,All the King's Men,"Drama,Classics","Nov 8, 1949 Wide",Robert Rossen,"Robert Rossen,Robert Penn Warren",All the President's Men,"Biography,Drama,History",9 April 1976 (USA),Alan J. Pakula,"Carl Bernstein,Bob Woodward",0
1398,2878,6227,Client 9: The Rise and Fall of Eliot Spitzer,"Documentary,Special Interest","Nov 5, 2010 Limited",Alex Gibney,Alex Gibney,Sherlock Holmes and the Voice of Terror,"Crime,Thriller,Mystery",18 September 1942 (USA),John Rawlins,"Lynn Riggs,John Bright",0
1399,3177,6227,Harry Potter and the Chamber of Secrets,"Science Fiction & Fantasy,Kids & Family","Nov 15, 2002 Wide",Chris Columbus,Steve Kloves,Sherlock Holmes and the Voice of Terror,"Crime,Thriller,Mystery",18 September 1942 (USA),John Rawlins,"Lynn Riggs,John Bright",0
1403,773,3005,The Secret Life of Pets,Animation,"Jul 8, 2016 Wide","Chris Renaud,Yarrow Cheney","Ken Daurio,Cinco Paul",The Secret of Moonacre,"Adventure,Family,Fantasy",6 February 2009 (UK),Gabor Csupo,"Lucy Shuttleworth,Graham Alborough",0
1418,2018,3590,Year of the Dragon,"Drama,Action & Adventure","Aug 16, 1985 Wide",Michael Cimino,"Robert Daley,Oliver Stone,Michael Cimino,Stanley Mann",Man of the Year,"Comedy,Drama,Romance",13 October 2006 (USA),Barry Levinson,Barry Levinson,0
1427,1254,7045,The Last House on the Left,"Horror,Classics,Cult Movies","Aug 30, 1972 Wide",Wes Craven,Wes Craven,The Last House on Dead End Street,Horror,May 1977 (USA),Roger Watkins,Roger Watkins,0
1428,1821,7045,The House on Sorority Row,Horror,"Jan 21, 1983 Wide","Mark Rosman,Paul Schiff","Bobby Fine,Mark Rosman",The Last House on Dead End Street,Horror,May 1977 (USA),Roger Watkins,Roger Watkins,0
1429,4101,2947,The Cokeville Miracle,"Drama,Kids & Family","Jun 5, 2015 Limited",T.C. Christensen,T.C. Christensen,The Cokeville Miracle,"Drama,Family,History",5 June 2015 (USA),T.C. Christensen,T.C. Christensen,1
1430,1414,6053,The Town That Dreaded Sundown,"Mystery & Suspense,Horror","Oct 16, 2014 Limited",Alfonso Gomez-Rejon,"Roberto Aguirre-Sacasa,Earl E. Smith",The Town That Dreaded Sundown,"Crime,Drama,Horror",24 December 1976 (USA),Charles B. Pierce,Earl E. Smith,0
1433,11,4288,Dr. Jekyll and Mr. Hyde,"Drama,Horror,Classics,Science Fiction & Fantasy","Aug 12, 1941 Wide","Rouben Mamoulian,Victor Fleming",John Lee Mahin,Dr. Jekyll and Mr. Hyde,"Drama,Horror,Sci-Fi",September 1941 (USA),Victor Fleming,"John Lee Mahin,Robert Louis Stevenson",1
1445,982,690,The Lord of the Rings: The Return of the King,"Action & Adventure,Classics,Science Fiction & Fantasy","Dec 17, 2003 Wide",Peter Jackson,"Fran Walsh,Philippa Boyens,Peter Jackson,Stephen Sinclair",Halloween 4: The Return of Michael Myers,"Horror,Thriller",21 October 1988 (USA),Dwight H. Little,"Dhani Lipsius,Larry Rattner",0
