,Truth,ltable_manufacturer,ltable_price,ltable_title,rtable_manufacturer,rtable_price,rtable_title
448,1.0,sage software,39.99 ,street atlas usa 2007 plus dvd,,998.95 ,cakewalk project5 version 2 software music production software
449,1.0,csdc,259.0 ,quicken legal business pro 2007,,54.95 ,global software a1055 i love the usa
450,1.0,netmanage,49.99 ,microsoft office student and teacher edition 2004 macintosh,,23.99 ,hp t1936aa uao digital sending software 4.0 ( 10 device license )
451,1.0,sony-pictures-digital-entertainment,34.95 ,steinberg cubase 4 digital audio software,,619.99 ,3mds network operations managerdiy annual subscptn 101 500u
452,1.0,3m,99.0 ,hoyle board games,,16.62 ,adobe photoshop cs3 for mac upgrade
453,1.0,encore,29.99 ,logic express 7.2 upgrade from logic express 6,,12.9 ,topics entertainment math success deluxe 2008
454,1.0,mediafour corporation,19.99 ,calendar creator platinum sb cs by riverdeep,,1420.79 ,sp linux we 50 lic/cd 3.0 c
455,1.0,intuit,29.99 ,cubase 4 competitive crossgrade,,174.99 ,digidesign music production toolkit music production software
456,1.0,zend-technologies-inc ., ,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],enfocus,405.99 ,microsoft student with encarta premium 2008 complete package
457,1.0,corel, ,namo webeditor 2006,,53.99 ,onone software plug-in suite full
458,1.0,nova development,166.19 ,black & white platinum pack ( mac ),,63074.12 ,mom standard ops mgmt lic 2005 english mlp 5 oml
459,1.0,global-marketing-partners,29.95 ,sierra hallmark card studio special edition windows ),,19.99 ,aspyr star wars empire at war
460,1.0,iplaymusic, ,the universe ( win/mac ) ( jewel case ),punch software,18.97 ,adobe photoshop cs3 extended for mac
461,1.0,smith-micro-software,50.86 ,kids power fun for little ones,,35.98 ,simply put software llc gs905-s got ta sing ( win 95 98 me nt 2000 xp/mac 10.0 or higher )
462,1.0,apple computer, ,mediafour macdrive 6 for windows,,19.99 ,corel corporation dvd movie factory 6 plus retial ( english )
463,1.0,encore,79.95 ,black & white platinum pack ( mac ),,106.48 ,encore software 2137421 printshop business card maker ( win 98 me 2000 xp )
464,1.0,brighter-minds-media-inc .,299.99 ,apple . mac 4.0 online service family pack,,299.99 ,instant immersion 33 languages
465,1.0,chronos l.c.,29.99 ,marketcircle daylite v3 .0 ( mac ),,299.99 ,strategy first inc. great invasions
466,1.0,global-marketing-partners,39.99 ,efrontier anime studio pro ( win/mac ),,29.97 ,encore inc printmaster gold v 17.0
467,1.0,microsoft,349.0 ,master server-upg,,29.95 ,topics entertainment learn2 training for microsoft excel
468,1.0,intuit,19.95 ,kids power fun for kids,,14.99 ,encore software 10076 mavis beacon typing 17 standardby broderbund
469,1.0,cakewalk, ,geometry ( win/mac ) ( jewel case ),,27.99 ,civilization iv mac os x aspyr
470,1.0,apple,699.0 ,instant home design ( jewel case ),,199.99 ,encore software 10599 encore registry mechanic v. 5.1 complete product utility 1 user ( s ) complete product standard pc
471,1.0,cakewalk,29.99 ,serious magic ultra2 master sets library 2 windows ),,349.99 ,knowledge adventure 20033 jumpstart reading with karaoke
472,1.0,hewlett packard,19.99 ,jumpstart 4th-6th grade v 2.0 b43,sos-aggregation-company,9.9 ,sony vegas movie studio + dvd v8 platinum edition video editing software professional editing software
473,1.0,motu,99.0 ,enteractive fps creator windows ),,54.95 ,software cinema dvd-rom : dvdrom : photoshop cs2 fundamental techniques ( training ) photoshop software
474,1.0,sony-creative-software,199.99 ,apple ilife '06 ( mac dvd ) [ older version ],,385.99 ,sos aggregation company airline tycoon deluxe topware interactive
475,1.0,csdc,99.0 ,mom standard ops mgmt lic 2005 english mlp 5 oml,,69.99 ,individual software professor teaches excel & word
476,1.0,delorme,199.0 ,jumpstart reading with karaoke,me-too-software,33.97 ,punch software 85100 punch!master landscape pro v10 and home design
477,1.0,enfocus software,669.0 ,corel painter x win/mac,,269.0 ,serious magic ultra master sets library 1 effects software
478,1.0,apple,79.99 ,marine aquarium + sharks,,199.99 ,apple software t9164ll/a logic express 6
479,1.0,apple,19.99 ,quickbooks premier edition 2007 5 user multi-pack,,39.99 ,corel ulead dvd moviefactory plus 6 software for windows authoring software
480,1.0,sony-pictures-digital-entertainment,31.95 ,snap ! 8 player poker 5 pack,punch software,822.99 ,micromat techtool protogo
481,1.0,dreamcatcher interactive,89.95 ,sony vegas 6 + dvd [ old version ],,30.17 ,nova development ghw humorous greeting card factory
482,1.0,honest technology,24.99 ,adobe photoshop cs2 ( mac ) [ old version ],,335.99 ,adobe acrobat v8 .0 professional for mac upsell from std-pro
483,1.0,microsoft corp,159.98 ,registry mechanic by encore software,,29.85 ,avid liquid 7.0 professional video editing software for windows professional editing software
484,1.0,encore software,199.99 ,lavasoft ad-aware plus edition,,799.97 ,family tree maker version 16 deluxe ( 10870 )
485,1.0,steinberg,149.99 ,photoshop elements 4 mac retail eng 1u ( 19230169 ),,299.0 ,global software a1826m2w dk amazing animals 1.1 win 95 98 2000 xp vista
486,1.0,topics entertainment,349.99 ,axis network camera 213 ptz digital video camera 0220-004 ),dorling-kindersley-multimedia - ( dk ),1299.99 ,microsoft office and windows training professional
487,1.0,intego inc,600.0 ,hp sp linux we 50 lic/cd 3.0 c t3586a ),,2054.99 ,enfocus software pp7.0-sg-001 pitstop pro 7.0
488,1.0,sony-pictures-digital-entertainment,29.99 ,snap ! spelling ( jewel case ),,85.99 ,abacus aircraft collectors second edition
489,1.0,delorme,276.5 ,geometry ( win/mac ) ( jewel case ),,24.91 ,adobe after effects professional 7.0 software effects software
490,1.0,fogware publishing,29.99 ,academy award winners,,33.97 ,encore software 11941 the print shop zoom
491,1.0,yamaha,14.95 ,ulead systems dvd workshop 2,,149.97 ,microsoft onenote 2007 upgrade ( pc )
492,1.0,microsoft corp, ,geometry ( win/mac ) ( jewel case ),,7.93 ,encore software 10025 hoyle card games ( win 98 me 2000 xp )
493,1.0,sony-creative-software,499.99 ,hoyle puzzle & board games 2007,punch software,25.21 ,symantec norton anti-virus v. 10 mac
494,1.0,panicware,109.95 ,calculation skills v1 add & sub basic core learning,smith-micro-software-inc .,53.99 ,sound forge audio studio 9
495,1.0,microsoft,19.99 ,punch ! home design architectural series 18,,23.59 ,sonicwall gms 1000 upgrade
496,1.0,punch ! software,29.99 ,mavis beacon teaches typing 17 standard,,492.01 ,instant immersion 33 languages
497,1.0,aspyr media,39.95 ,iriscard pro business card scanner,,27.37 ,entertainment partners ep budgeting for film
498,1.0,global-software-publ-na,9.99 ,hoyle card games ( jewel case ),palo-alto-software,35.97 ,intuit quicken premier 2007 software for windows tax & finance software
499,1.0,x-oom,99.99 ,photoshop elements 4 mac retail eng 1u ( 19230169 ),,13.95 ,power production power production storyboard artist software animation software
500,1.0,nova development,19.99 ,math advantage 2008,,57.54 ,american sign language
501,1.0,destineer,19.99 ,matchbox cross-town heroes,encore inc,7.93 ,encore software 12390 math advantage 2008 win 2000 xp vista
502,1.0,chronos,149.0 ,the print shop 22 deluxe,,17.55 ,encore software 10636 3d home architect landscape v. 8by
503,1.0,eurotalk,49.99 ,adobe cs3 design standard macosx dvd,,219.0 ,cyberlink power director 3
504,1.0,intego inc,549.0 ,midway arcade treasures ( jewel case ),topics entertainment,199.95 ,autodesk 34006-010008-160 raster design 2006 essentials
505,1.0,iris,299.0 ,jumpstart advanced 3rd grade v2 .0,,393.68 ,sony media software acid pro 6 software music production software
506,1.0,adobe,19.99 ,micromat techtool protege with firewire device,,24.95 ,webroot software 65210 spy sweeper 3 pc
507,1.0,chronos l.c.,29.99 ,autocad 2007 courseware customizing the interface,brighter-minds-media-inc .,89.69 ,cosmi print perfect clip art deluxe
508,1.0,findex,599.0 ,hoyle casino 2007,,71.99 ,symantec norton anti-virus 2007 windows
509,1.0,victory multimedia,79.21 ,millie 's math house ages 3-7 ( win/mac ),,59.95 ,punch software 41100 punch ! home design architectural series 18
510,1.0,microsoft, ,airline tycoon deluxe,,198.87 ,knowledge adventure inc. jumpstart 4th-6th grade v 2.0 b43
511,1.0,strategy first,9.99 ,emedia rock guitar method,,34.97 ,apple final cut studio 2
512,1.0,dorling-kindersley-multimedia - ( dk ),9.99 ,audio success series : winning strategies,,39.99 ,adobe photoshop cs3 extended for mac upgrade
513,1.0,microsoft,799.0 ,microsoft licenses word olp c ( 05903871 ),,30.17 ,egames . inc galaxy of games 5000 pack
514,1.0,microsoft,34.99 ,spongebob squarepants typing 2008 win/mac,,26.99 ,sos aggregation company calculation skills v1 add & sub basic core learning
515,1.0,fogware publishing,69.0 ,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,mobi-technologies-inc .,471.99 ,adobe cs3 flash professional
516,1.0,sony media,29.99 ,ulead videostudio 11,,558.97 ,zone labs zonealarm pro
517,1.0,abacus,299.0 ,final draft 7/syd field 's screenwriting workshop dvd bundle,,62.99 ,intuit quicken premier 2007 software for windows tax & finance software
518,1.0,mcafee, ,clip art and more 250 000 ( jewel case ),,36.99 ,iwork '06 ( mac ) apple
519,1.0,sony-creative-software,699.95 ,quicken 2007 premier,,19.99 ,corel intervideo dvd copy 5 platinum software for windows authoring software
520,1.0,digidesign,19.99 ,printmaster 17 gold by encore software,,24.99 ,rollercoaster tycoon 3 soaked
521,1.0,intuit, ,mavis beacon typing 17 ( win/mac ),,370.97 ,encore software 11272 hasbro : family collection ( 2006 ) win 98 me 2000 xp
522,1.0,tri synergy,799.0 ,photoshop elements 4 edu mac 1u,,219.99 ,final-draft final draft 7.0 with syd fields workshop bundle screen writing software
523,1.0,adobe,669.0 ,logic express 6,,24.99 ,apple final cut express hd 3.5 video editing software for mac av production software
524,1.0,bling,999.0 ,marketcircle daylite v3 .0 ( mac ),,17.55 ,apple remote desktop 3 unlimited managed systems
525,1.0,brighter-minds-media-inc .,9.99 ,adobe captivate 2.0,,69.99 ,xoom movie clone 3 gold
526,1.0,re : launch,4215.77 ,magellan mapsend lakes ( usa south ),,17.24 ,now software nuw45e1k now up-to-date & contact for windows
527,1.0,aspyr media,299.0 ,pop-up stopper professional,topics-entertainment-software - ( consignment ),84.97 ,micromat techtool protogo
528,1.0,micromat,9.99 ,star wars empire at war ( intel only macs ),,299.99 ,axis network camera 213 ptz digital video camera 0220-004 ( 0220-004 )
529,1.0,viva media,9.99 ,quickbooks premier professional services edition 2007,brighter-minds-media-inc .,11.95 ,nolo quicken legal business pro 2007
530,1.0,hewlett-packard - ( consumables ),114.66 ,adobe after effects cs3,,79.99 ,treasure mathstorm
531,1.0,webroot software,9.99 ,serious magic ultra2 master sets library 2 windows ),autodesk,9.99 ,apple iwork '06
532,1.0,apple,29.99 ,instant immersion german audio,,8.44 ,play music together dvd by iplaymusic mac
533,1.0,groove media,49.95 ,simply put software got ta sing windows/macintosh ),,39.99 ,simply magazine sales skills
534,1.0,sos aggregation,999.0 ,adobe photoshop elements 5.0 / premier elements 3.0 [ lb ],,319.95 ,custom land designer 3d 7.0
535,1.0,microsoft licenses, ,iaudioize magnetic time for pc and mac,,24.9 ,instant immersion 33 languages
536,1.0,nc soft, ,adobe creative suite cs3 design premium upgrade [ mac ],simply-put-software,19.99 ,iwork '06 ( mac ) apple
537,1.0,intuit,19.99 ,scrabble champion edition,,308.99 ,iris card pro
538,1.0,fogware publishing,59.99 ,power director 3,sos-aggregation-company,228.95 ,topics entertainment phonics success essentials
539,1.0,thq,549.99 ,sound studio 3 : record edit add effects to audio ( mac ),,499.99 ,iriscard pro
540,1.0,nova development,59.95 ,textbridge pro 11,,69.99 ,mom standard ops mgmt lic 2005 english mlp 5 oml
541,1.0,avanquest-publishing-usa-inc .,49.99 ,adobe premiere elements 3.0,palo-alto-software,118.99 ,microsoft windows xp pro oem sp2 no open box returns
542,1.0,century software,29.99 ,punch ! home design architectural series 18,sony creative software,53.99 ,mavis beacon 16
543,1.0,microsoft,14.95 ,3 great games for guys,,179.95 ,perfect attorney premium ( pc ) cosmi
544,1.0,apple computer,299.0 ,poser 7 win 2000 xp mac os 10.4 & up,,55420.56 ,elementary advantage 2008 encore
545,1.0,2k games,49.95 ,upgrade delphi 2006 pro named fr delphi v3-2005 pro cd,,69.99 ,warner home video games hospital tycoon
546,1.0,brighter-minds-media-inc .,69.99 ,apple final cut studio 2 ( mac ),,7.69 ,encore software 10599 encore registry mechanic v. 5.1 complete product utility 1 user ( s ) complete product standard pc
547,1.0,red mile,59.95 ,apple logic pro 7.2 upgrade,,558.97 ,iview mediapro 2.6 media management
548,1.0,micromat,49.99 ,mastercook deluxe low carb,,149.0 ,csdc pop-up stopper professional panicware
549,1.0,sos-aggregation-company,19.99 ,virusbarrier x4 10.4 for mac-10 users,global-software-publishing,449.95 ,adobe premiere pro cs3 video editing software for windows professional editing software
550,1.0,roxio,39.95 ,jumpstart reading with karaoke,,9.9 ,autocad 2007 coursewarecustomizing the interface
551,1.0,encore software,19.95 ,hoyle board games,,9.9 ,destineer rise of nations gold edition
552,1.0,adobe-education-box,179.99 ,phonics success essentials : grades 7-9,navarre distribution services,83.97 ,webroot software inc 31250 spy sweeper spanish win 2000 xp
553,1.0,encore,59.99 ,the guild 2 pirates of the seas,,175.97 ,nero nero 7 ultra edition enhanced cd/dvd burning software for windows authoring software
554,1.0,adobe,59.95 ,3d home architect home v. 8 by encore software,,19.99 ,steinberg software cubase se 3.0 educational edition
555,1.0,intuit, ,rise of nations : gold ( mac ),synet-electronics-inc .,43.97 ,adobe illustrator cs3 upgrade from freehand for mac
556,1.0,intuit,4215.77 ,alien disco safari,,449.95 ,make finale 2007 software music production software
557,1.0,sony media,149.0 ,jumpstart 4th-6th grade v 2.0 b43,emedia,85.97 ,micromat techtool protege utility with 1gb firewire flash drive
558,1.0,global-marketing-partners,19.99 ,spy sweeper spanish,,79.99 ,hidden expedition : titanic
559,1.0,strategy first,39.99 ,route 66 route canada ( french ),,15.95 ,got game entertainment exclusive 00050 scratches : directors cut
560,1.0,punch ! software,29.99 ,microsoft windows xp home edition full version with sp2,,29.95 ,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software
561,1.0,intuit,299.0 ,textbridge pro 11,,719.04 ,listen for ipod magnetic time ( win 2000 xp )
562,1.0,sonic-systems-inc .,30.66 ,apple remote desktop 3 unlim managed systems,,26.33 ,mp3 radio recorder for ipod
563,1.0,simply-put-software,9.99 ,iriscard pro business card scanner,apple software,94.99 ,micromat techtool protege utility with 1gb firewire flash drive
564,1.0,knowledge adventure,276.5 ,marine aquarium + sharks,,49.99 ,adobe after effects cs3 professional software for mac effects software
565,1.0,encore software,109.95 ,axis network camera 213 ptz digital video camera 0220-004 ),apple software,17.24 ,quickbooks simple start 2007 intuit
566,1.0,adobe,1299.0 ,hoyle texas hold 'em poker ( jewel case ),,45.99 ,canopus let 's edit video editing software win consumer video editing software
567,1.0,encore,399.95 ,3d bridge deluxe ( mac ),,889.99 ,sony media software cinescore soundtrack creation software audio software for video
568,1.0,sos-aggregation-company,30.66 ,microsoft office student and teacher edition 2004 macintosh,nuance-communications-inc .,8.8 ,big tiny little big tiny little a tiny little christmas
569,1.0,smith-micro-software,199.0 ,digital video and audio production book for vegas 7 + dvd,,113.86 ,allume morpheus photo animation suite
570,1.0,sage software,29.99 ,family tree maker 11.2 collector 's edition,,19.99 ,aspyr leave the lights on-bundle
571,1.0,microsoft,179.0 ,entertainment partners budgeting ( mac ),the-learning-company,59.99 ,apple software t9164ll/a logic express 6
572,1.0,encore software, ,black & white platinum pack ( mac ),avanquest-publishing-usa-inc .,33.89 ,sierrahome hse hallmark card studio special edition win 98 me 2000 xp
573,1.0,yamaha,29.95 ,adobe premiere pro cs3,,62.99 ,redshift 5 ( national geographic presents ) ( win 98 me 2000 xp )
574,1.0,encore,350.0 ,gods & heroes : rome rising,,179.0 ,apple mac os x v10 .4 tiger software family pack apple & mac software
575,1.0,global-software-publishing,79.99 ,casual games pack,,26.97 ,destineer railroad tycoon 3
576,1.0,bling,276.5 ,spy sweeper with antivirus/child safe,,26.14 ,nova development ghw humorous greeting card factory
577,1.0,nova development, ,final cut express 2.0 upgrade,,19.95 ,apple ilife '06 family pack
578,1.0,zend-technologies-inc .,199.99 ,ulead systems dvd workshop 2,,49.95 ,adobe systems inc 13102124 adobe photoshop cs 2 mac os x v. 10.2.8 to 10.3
579,1.0,aladdin systems,24.99 ,quicken 2007 basic,,499.0 ,adobe premiere pro cs3 upgrade
580,1.0,masque,199.0 ,warlords 3 ( jewel case ),,149.99 ,adventure workshop 1st-3rd grade . 8th edition ( pc ) encore
581,1.0,encore software,99.95 ,apple iwork '06 ( mac dvd ),,138.17 ,absolute software lfl-n2-36 computrace lojack for laptops 3 year license ( win 2000 xp )
582,1.0,power production,399.95 ,gen-x media made easy vol . 3,punch software,2249.99 ,sage software peachtree complete accounting 2007 software for windows tax & finance software
583,1.0,iris,49.99 ,marketcircle daylite v3 .0 ( mac ),,19.55 ,adobe dreamweaver cs3 academic
584,1.0,csdc,305.18 ,sony vegas 6 + dvd [ old version ],,9.45 ,palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc
585,1.0,punch ! software,179.0 ,sony acid pro 6 professional music workstation,,24.99 ,media made easy volume 3
586,1.0,adobe-education-box,1499.95 ,adobe cs3 design standard macosx dvd,,54.95 ,sibelius sibelius 5 software music production software
587,1.0,encore software,89.99 ,microsoft licenses biztalk hipaa std . sa only ( u0200024 ),,99.99 ,emc insignia retrospect server client v. 7.5 complete package
588,1.0,microsoft,19.99 ,discrete drums : vol .1,,18.97 ,microsoft excel 2004 spreadsheet software mac apple & mac software
589,1.0,masque publishing,79.0 ,mavis beacon teaches typing 17 standard,,24.81 ,jumpstart advanced 2nd grade ( pc/mac ) knowledge adventure
590,1.0,cosmi corporation,69.95 ,simply put software got ta sing windows/macintosh ),,17.55 ,sony online entertainment inc 41032 everquest : titanium win 2000 xp
591,1.0,global marketing,59.99 ,creating keepsakes scrapbook platinum v. 3 sb cs by riverdeep,,395.99 ,global marketing partners backpack journalist honest technology
592,1.0,punch ! software,49.99 ,jumpstart 1st grade,,83.92 ,ilife '06 mac apple ma166z/a
593,1.0,aladdin systems,79.0 ,microsoft office & windows training,,49.95 ,microspot macdraft pe personal edition
594,1.0,brighter-minds-media-inc .,79.99 ,aircraft collector 's second edition,,23.72 ,home bartending 101 shooters
595,1.0,intuit,19.99 ,pop-up stopper professional,,34.99 ,egames . inc casual games pack
596,1.0,phase one,24.99 ,apple iwork '06 ( mac dvd ),,25.99 ,palo alto software mpd9 palo alto marketing plan v. 9.0 pro complete product business planning 1 user complete product standard pc
597,1.0,microspot ltd.,79.0 ,resumemaker professional 12.0,,29.99 ,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp )
598,1.0,dorling-kindersley-multimedia - ( dk ), ,apple garageband jam pack : symphony orchestra,dorling-kindersley-multimedia - ( dk ),42.74 ,red mile entertainment 124 aircraft power pack for ms flight simulator win 98 me nt 2000 xp
599,1.0,freeverse software,129.95 ,listen for ipod magnetic time,,45.99 ,corel painter x academic
600,1.0,computer associates,499.99 ,kaplan sat/act/psat gold 2007 win/mac,,28.3 ,topics entertainment talk now ! afrikaans beginners
601,1.0,blizzard entertainment,29.99 ,zonealarm internet security suite,,549.0 ,ahead software 70115 nero 7 ultra edition enhanced mini pc & home entrmnt soln
602,1.0,macsoft,129.99 ,punch ! 5 in 1 home design,smith-micro-software,1888.39 ,encore software 11253 brain food games : cranium collection 2006 sb cs by encore
603,1.0,adobe,49.95 ,mediarecover,,26.33 ,american sign language
604,1.0,adobe, ,phase one capture one le,,999.0 ,steinberg cubase studio 4 software competitive crossgrade music production software
605,1.0,onone software,19.95 ,adobe soundbooth cs3 [ mac ],,199.0 ,adobe flash cs3 professional ( mac )
606,1.0,fogware publishing,7.99 ,adobe premiere pro cs3,,6.99 ,steinberg cubase studio 4 software competitive crossgrade music production software
607,1.0,iris,199.99 ,museums of the world,,598.95 ,groove media inc close quarters conflict
608,1.0,microsoft,179.0 ,finale 2007 academic ( win/mac ),,31.53 ,corel intervideo dvd copy 5 platinum software for windows authoring software
609,1.0,adobe,149.95 ,adobe audition 2.0,,1298.95 ,global software a0454jch dk smart steps 3rd grade win 95 98 me 2000 xp vista
610,1.0,sony-pictures-digital-entertainment,69.59 ,tropico 2 : pirate cove ( mac ),,1698.95 ,got game entertainment exclusive 00050 scratches : directors cut
611,1.0,individual software,99.95 ,punch ! master landscape & home design,,49.95 ,palmspring software 523 oxford american desk dictionary
612,1.0,emedia,799.0 ,adobe creative suite cs3 design standard [ mac ],,449.95 ,adobe illustrator cs3 for mac academic
613,1.0,intuit,19.99 ,hp sp linux we 50 lic/cd 3.0 c t3586a ),,129.95 ,topics entertainment topics entertainment play electric guitar deluxe windows
614,1.0,phantom efx,299.0 ,mia 's math adventure : just in time,,33.92 ,hewlett packard 213076-b26 secure path v4 .0 c win wkgp ed 1 lic/cd
615,1.0,enfocus software,19.95 ,microsoft office excel 2007,,459.99 ,topics entertainment phonics success essentials
616,1.0,topics entertainment,24.99 ,adobe premiere elements 3.0,,6.84 ,phonics success deluxe 2006
617,1.0,smith-micro-software-inc .,114.66 ,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),global-marketing-partners,32.99 ,global marketing partners video patrol 5.0 honest technology
618,1.0,intego inc,24.99 ,pinnacle mobile media converter,,46.95 ,topics presents : dinosaurs
619,1.0,microsoft,199.0 ,webobjects 5.2,,28.3 ,encore inc elementary advantage 2008
620,1.0,adobe,49.99 ,iriscard pro business card scanner,,45.99 ,apple shake 4.1 mac os x
621,1.0,encore,29.95 ,microsoft student with encarta premium 2008 dvd,,36.9 ,microsoft 059-03871 molpc word sa
622,1.0,micromat,89.95 ,apple logic pro 7.2 retail,,10.99 ,absolute software lfl-n2-12 computrace lojack for laptops 1 year license ( win 2000 xp )
623,1.0,topics education,79.21 ,elementary advantage 2008,sos-aggregation-company,599.0 ,adobe acrobat v8 .0 professional for mac upsell from std-pro
624,1.0,palo-alto-software,39.99 ,oxford spanish dictionary,,9.99 ,topics entertainment talk now ! afrikaans beginners
625,1.0,encore,249.0 ,piano wizard premier software & stickers & midi cable,simply-put-software,174.99 ,apple software m9372z/a final cut express 2.0 upgrade
626,1.0,mobi, ,x-oom mp3 radio recorder windows ),,9.9 ,t-shirt factory deluxe 3.0
627,1.0,adobe,29.99 ,hp storageworks secure path for windows workgroup edition v. 4.0 c license 213076-b26 ),,43.36 ,punch software 26100 punch ! master landscape and home design ( small box )
628,1.0,topics entertainment,29.95 ,microsoft student with encarta premium 2008 dvd,,249.99 ,adobe soundbooth cs3
629,1.0,punch ! software,69.99 ,cakewalk sonar 6 producer ed,,492.01 ,steinberg sequel music software music production software
630,1.0,enfocus software,34.95 ,street atlas usa 2007 plus dvd,,24.89 ,nova development corp business card factory deluxe 3.0
631,1.0,punch ! software,49.99 ,norton internet security mac 3.0 [ antivirus firewall privacy controls iclean ],,19.26 ,encore software 11253 brain food games : cranium collection 2006 sb cs by encore
632,1.0,x-oom,59.99 ,tlc arthur 's kindergarten learning system 2008,smith-micro-software,2054.99 ,encore software 11861 jewels of cleopatra win xp vista
633,1.0,topics entertainment,99.95 ,sudoku puzzle addict : unlimited edition,,15.5 ,aspyr lego star wars
634,1.0,smith-micro-software,31.95 ,quickbooks pro 2007 for mac ( mac ),,39.95 ,axis network camera 213 ptz digital video camera 0220-004 ( 0220-004 )
635,1.0,chronos,9.99 ,adobe illustrator cs3 [ mac ],,33.97 ,mariner calc spreadsheet software
636,1.0,intego inc,499.0 ,norton internet security 2008 10 user,,249.0 ,home bartending 101 shooters
637,1.0,pinnacle,179.95 ,apple final cut studio 2 ( mac ),punch software,9.08 ,adobe dreamweaver cs3 academic
638,1.0,brighter-minds-media-inc .,669.0 ,microspot macdraft professional ( mac ),,999.0 ,corel ulead videostudio 11 video editing and dvd authoring software for windows authoring software
639,1.0,aladdin systems, ,mavis beacon typing 17 ( win/mac ),simply-put-software,19.99 ,play music together dvd by iplaymusic mac
640,1.0,netmanage,99.99 ,punch ! master landscape & home design,,29.99 ,allume morpheus photo animation suite
641,1.0,marware,39.99 ,sound studio 3 : record edit add effects to audio ( mac ),,15.9 ,canopus let 's edit video editing software win consumer video editing software
642,1.0,adobe,349.0 ,discrete drums : vol .1,,42.69 ,virusbarrier x4 10.4 for mac-10 users ( vbx4-10u )
643,1.0,blizzard entertainment,399.99 ,microsoft windows vista business 32-bit for system builders,apple-computer - ( direct ),79.99 ,iris inc irispen express translator
644,1.0,corel,49.99 ,sunset boulevard,,83.92 ,encore inc family tree maker 2008 platinum
645,1.0,adobe,249.99 ,upgrade pitstop server 3.5 1u win 2k/xp & mac os 10.2.8,,45.99 ,corel corporation corel snapfire plus
646,1.0,re : launch,19.99 ,tlc clue finders math learning system sb by riverdeep,,157.36 ,sony media software cinescore soundtrack creation software audio software for video
647,1.0,adobe,249.99 ,apple remote desktop 3 10 managed systems,,2249.99 ,daylite v3 .0 marketcircle ( mac 10.4 or later )
648,1.0,aspyr media, ,listen for ipod magnetic time,punch software,15.9 ,mavis beacon 16
649,1.0,apple computer,39.99 ,instant home design ( jewel case ),,399.95 ,apple mac os x v10 .4 tiger software family pack apple & mac software
650,1.0,punch ! software,79.0 ,40 years of the avengers,,195.99 ,mavis beacon teaches typing 17 standard ( pc/mac ) encore
651,1.0,sony-online-entertainment,29.99 ,adventure workshop 4th-6th grade 7th ed sb cs by riverdeep,,24.91 ,steinberg software halion symphonic orchestra educational edition
652,1.0,aspyr media,205.73 ,onone essentials for adobe photoshop elements version 2 full,,179.99 ,simply put software llc mozy 3.0
653,1.0,business objects, ,logic express 6,,33.5 ,bling software limited safekeeper plus
654,1.0,destineer,49.99 ,aircraft power pack for ms flight simulator,apple software,899.99 ,got game entertainment atlantis quest
655,1.0,power-on-software,199.99 ,synet pc sharing kit ( w/17ft usb ext.cable ),,545.51 ,intuit quicken premier 2007 software for windows tax & finance software
656,1.0,microsoft,39.99 ,ca antivirus 2007,,47.99 ,aspyr media 10900 star wars battlefront mac
657,1.0,h & r block,9.99 ,cinescore professional soundtrack edition,,25.99 ,mavis beacon 16
658,1.0,microsoft corp, ,swift publisher for mac,,44.95 ,microsoft windows xp home edition sp2 retail box
659,1.0,victory multimedia,49.95 ,printmaster gold v 17.0,,18.27 ,csdc route 66 route canada ( french )
660,1.0,iris,29.95 ,sony sound effects series vol 1 through 10,,39.99 ,encore software 11861 jewels of cleopatra win xp vista
661,1.0,microsoft licenses,499.0 ,gmp data rescue license 24300 ),,699.0 ,microsoft 059-03871 molpc word sa
662,1.0,onone software,24.99 ,adobe premiere elements 3.0,,34.75 ,sos aggregation company airline tycoon deluxe topware interactive
663,1.0,topics entertainment,29.99 ,quicken 2007 deluxe,,12.05 ,topics entertainment talk now ! afrikaans beginners
664,1.0,dreamcatcher interactive,59.95 ,norton internet security 2008 10 user,,889.99 ,microsoft w87-02380 office sbe 2007 win32
665,1.0,apple, ,microsoft office mac 2004 english 3pk dsp 731-01163 ),,31.53 ,microsoft 059-03871 molpc word sa
666,1.0,microsoft,109.95 ,family tree maker 2008 platinum,sony-pictures-digital-entertainment,129.95 ,findex.com inc sermon builder 4.0
667,1.0,aladdin systems, ,return to castle wolfenstein ( mac ),,6.95 ,allume mediarecover
668,1.0,corel corp,199.99 ,adobe premiere pro cs3,smith-micro-software,7.69 ,apple logic express 7.2 upgrade from v. 6
669,1.0,netmanage, ,registry mechanic 5.x pc system repair,,8.79 ,family tree maker version 16 deluxe ( 10870 )
670,1.0,adobe,19.99 ,soho labels & envelopes chronos l.c.,,109.99 ,iris card pro
671,1.0,adobe,299.99 ,emedia intermediate guitar method os x,,79.99 ,topics entertainment learn2 training for microsoft excel
672,1.0,knowledge adventure,19.99 ,gods & heroes : rome rising,brighter-minds-media-inc .,26.14 ,reel deal casino championship edition ( win 98 me nt 2000 xp )
