COL title VAL "Engineer Hydrocarbon NEDU"@en "Ball Watch | Engineer NEDU - Model DC3026A-SC-BK"@en	COL title VAL "Nike Diver´s The Crew Watch"@en "Nike Sportswear Running Watch Nike+	0
COL title VAL " Garmin Unisex Forerunner 235 HR GPS Bluetooth Alarm Chronograph Watch"@en "Unisex Watch (010-03717-49) - WATCH SHOP.com™"@en	COL title VAL "G-Shock Mudman Men´s Watch"@en "Casio G-Shock Watch GWG-1000GB-1AER nur € 99.90"@en	0
COL title VAL "Cambridge Rosegold Herrenuhr 40mm"@de "Daniel Wellington Cambridge 40mm nur 159 00 €"@de	COL title VAL "Tag Heuer Formula 1 WAH1313.BA0868" "Shop Tag Heuer Formula 1 WAH1313.BA0868 | Moyer Fine Jewelers"	0
COL title VAL "Winchester Rosegold Damenuhr 36mm"@de "Daniel Wellington Winchester 36mm nur 139 00 €"@de	COL title VAL "Daniel Wellington Classic Lady Winchester rose gold"@nl-NL gold 10:35 Horloge boektiek"@nl-NL	0
COL title VAL "Panerai 2013 Watch PAM00364" "Shop Panerai PAM00508 Watches | Northeastern Fine Jewelry"	COL title VAL "Panerai T-Touch 2238-ST-BEAT1" "Shop Panerai T03566047-20001 Watches | Northeastern Fine Jewelry"	0
COL title VAL "Cartier Ronde Croisière De Cartier Watch WSRN0002" "Shop W2RN0005 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Tank Solo Watch W6800251" "Shop W6800251 Watches | Northeastern Fine Jewelry"	0
COL title VAL " Hamilton Men's Jazzmaster Automatic Chronograph Watch"@en "Men's Watch (H32596751) - WATCH SHOP.com™"@en	COL title VAL "Hamilton Jazzmaster Lady Quartz Watch H42215551" H42215555"	0
COL title VAL "Carl F Bucherer ChronoDate Watch 00.10624.08.33.01" "Shop Carl 00.10624.08.53.21 | Moyer Fine Jewelers"	COL title VAL "Carl F Bucherer ChronoDate Watch 00.10624.08.13.01" "Shop Carl 00.10624.08.13.01 | Moyer Fine Jewelers"	0
COL title VAL "Carl F Bucherer AutoDate Watch 00.10915.08.13.21" "Shop Carl 00.10908.08.13.01 Watches | Costello Jewelry Company"	COL title VAL "Carl F Bucherer ChronoDate Watch 00.10915.08.13.21" "Shop Carl 00.10908.13.21 | Moyer Fine Jewelers"	0
COL title VAL "SKINGALA"@ru " Swatch® Россия - Regular (Ø 36.8 MM) SKINGALA SVOB103G "@ru	COL title VAL "Suunto Core Materials"@en	0
COL title VAL " Unisex DKNY Minetta Watch NY2502 "Mens Sale Watches"	COL title VAL " Unisex Swatch Flexiblack Watch LB183B "Limited Runway Materials"	0
COL title VAL "Cartier Santos W20099C4" W20099C4 Watch | Watchfinder & Co."	COL title VAL "Cartier Santos 100 W20106X8" W20106X8 Watch | Watchfinder & Co."	0
COL title VAL "Suunto Ambit3 Peak Black Watch with HR"@en HR | Start Fitness"@en	COL title VAL "Suunto T-Touch Bluetooth Alarm GMT Smart Alarm Watch "@de "Tissot T-Touch Limited Edition "@de	0
COL title VAL "Unisex Collection Alarm Chronograph Watch "@de G-Shock | DE Shop™"@de "Casio Uhr online finden Edifice	COL title VAL "G-Shock Reloj para hombre"@es "Casio G-Shock hombre GA-100B-4AER nur 159 00 €"@es	0
COL title VAL "Montre Garmin Forerunner 15 Large HRM 1- Noir/ Bleu"@fr " montre accessoires - noir bleu "@fr	COL title VAL "Vintage Oversized Watch"@en " Oversized Watch (47") "Men's Watches | Designer For Men Hut"	0
COL title VAL "Casio GA-110GB-1AER"@bg GA-110GB-1AER | G-Shock Stotak.com"@bg	COL title VAL "Cartier" "CartierCartier Diver P/ Black Paddle Wire - Black Alarm"@en Panerai Paddle Wire - Black Alarm P/ Black AlarmWarns Watches Black Friday Sale Watches Date Forecast"@en Panerai Watch GWG-11A-00985 Watches Black Friday Sale Watches | Northeastern Fine	0
COL title VAL "Ladies Freja Watch "@de "Skagen Uhren und Schmuck | Official SKAGEN Stockist"@de	COL title VAL "Daniel Wellington Classic Lady Black Bristol silver"@nl-NL silver 10:35 Horloge boektiek"@nl-NL	0
COL title VAL "Cartier Rotonde De Cartier Watch W1556214" "Shop W1556252 Watches | Northeastern Fine Jewelry"	COL title VAL "Cartier Tank Solo Watch W5094361" "Shop W5018170 Watches | Northeastern Fine Jewelry"	0
COL title VAL " Garmin Forerunner 225 GPS Running Watch with Wrist-based Heart Rate "Garmin | All Fitness Gadgets"	COL title VAL "Alpina SEAT SPORT" AL-725GR4S6 | Moyer Fine Jewelers"	0
COL title VAL "Raymond Weil Toccata Watch 5388-ST-50081" "Shop Raymond 5388-SPS-97081 Watches | Costello Jewelry Company"	COL title VAL "Raymond Weil Toccata Watch 5388-ST-50081" "Shop Raymond 5960-PC5-65001 Watches | Costello Jewelry Company"	0
COL title VAL "SUUNTO TRAVERSE ALPHA STEALTH" STEALTH - Suunto Mexico"	COL title VAL " TAG HEUER FORMULA 1 200 M - ∅41 mmCeramic Rose Gold Dial rose gold"@en-au	0
COL title VAL "Hamilton Jazzmaster Thinline Small Second Quartz Watch H38411783" "Shop Hamilton Collection at Safa Jewelers"	COL title VAL "Hamilton Jazzmaster Classy 26mm Watch"@en "Hamilton Jazzmaster Watch H400651V3 on sale at Safa Jewelers"@en	0
COL title VAL "Startimer Pilot Herrenchronograph Big Date"@de "Alpina Startimer Date nur 795 00 €"@de	COL title VAL "Hamilton Jazzmaster Seaview Day Date H37565151"@en "Nixon The hombre H37565151 nur 395 00 €"@fr	0
COL title VAL "Khaki Field automatic watch"@en "Hamilton Khaki watch H70555533 nur € 495.00"@en	COL title VAL "SUUNTO TRAVERSE ALPHA ORIENTIO - Męski automatyczny Oversized"@pl 00 €"@pl "Skagen Suunto męski Oversized nur 399	0
COL title VAL "JAZZMASTER OPEN HEART"@es "reloj-hamilton"@es	COL title VAL " Unisex Gucci G-Timeless Watch YA1264040 "Luxury Mens Watches"	0
COL title VAL " Garmin Unisex Forerunner 235 HR GPS Bluetooth Alarm Chronograph Watch"@en "Unisex Watch (010-03717-49) - WATCH SHOP.com™"@en	COL title VAL "Unisex Suunto Core Watch Suunto Blue, Black Titanium"@en "Unisex Watch (02741-ST-50001) - WATCH SHOP.com™"@en	0
COL title VAL " Pulsar Men's Chronograph Watch"@en "Men's Watch (PT3195X1) - WATCH SHOP.com™"@en	COL title VAL "Unisex Forerunner 235 HR GPS Bluetooth Alarm Chronograph Watch "@de "Fitness Uhren"@de	0
COL title VAL "Tissot", "TissotTissot Swiss Made Wrist Watch T019.430.36.031.01 40mm"	COL title VAL "Seiko Sportura GPS Solar Powered Watch SS020.419.47.101.01 200 M - ∅41 mm WAZ211A.BA0875 "@pt	0
COL title VAL " Seiko Men's Sportura GPS Solar Powered Watch"@en "Men's Watch (SSF003J1) - WATCH SHOP.com™"@en	COL title VAL " Casio Men's G-Shock Alarm Chronograph Watch"@en "Men's Watch (GA-100-1A3ER) - WATCH SHOP.com™"@en	0
COL title VAL "Crosswalk Stainless Steel Women's Watch "@en " Gray 'stanhope' Ceramic Bracelet	COL title VAL "Carl F Bucherer Flyback Watch 00.10620.08.53.21" "Shop Carl 00.10620.08.53.01 Watches | Costello Jewelry Company"	0
COL title VAL "Bvlgari Tubogas Watch SP35BDSDS.2T" SPP35D2GDG.2T | Dejaun Jewelers"	COL title VAL "Bvlgari Tubogas Watch SP35C6SSDS.2T" SP35C6SSD.1T | Dejaun Jewelers"	0
